u,v,length,from,to,geometry
1448521358,1449090628,50.02733152,1449090628,1448521358,"LINESTRING (100.3460236 -0.9029857, 100.3458505 -0.9029961, 100.3455743 -0.90301)"
1448521358,4170683991,115.0025879,4170683991,1448521358,"LINESTRING (100.345504 -0.9040413, 100.3455699 -0.9032962, 100.3455743 -0.90301)"
1448524030,1448524036,78.08910328,1448524036,1448524030,"LINESTRING (100.3461068 -0.8991776, 100.3461375 -0.898476)"
1448524035,2928908731,18.959818,2928908731,1448524035,"LINESTRING (100.3465346 -0.8990004, 100.3465364 -0.8991709)"
1448524035,6076538077,16.72505718,6076538077,1448524035,"LINESTRING (100.3465422 -0.8993212, 100.3465364 -0.8991709)"
1448524035,1448524036,47.76933547,1448524036,1448524035,"LINESTRING (100.3461068 -0.8991776, 100.3465364 -0.8991709)"
1448524036,1448524047,98.4129649,1448524047,1448524036,"LINESTRING (100.346116 -0.9000626, 100.3461068 -0.8991776)"
1448524039,6096385929,91.24680273,6096385929,1448524039,"LINESTRING (100.3453261 -0.8995539, 100.3445054 -0.899552)"
1448524040,6096385929,38.93937716,6096385929,1448524040,"LINESTRING (100.3453261 -0.8995539, 100.3456763 -0.8995587)"
1448524045,1448524046,37.71618719,1448524046,1448524045,"LINESTRING (100.3465101 -0.900067, 100.3468493 -0.9000624)"
1448524045,1709326513,19.77119751,1709326513,1448524045,"LINESTRING (100.3470268 -0.9000516, 100.3468493 -0.9000624)"
1448524045,6076542017,81.26967889,6076542017,1448524045,"LINESTRING (100.3468659 -0.8993319, 100.3468668 -0.8996527, 100.3468493 -0.9000624)"
1448524046,6076538077,83.00605349,6076538077,1448524046,"LINESTRING (100.3465422 -0.8993212, 100.3465101 -0.900067)"
1448524046,1448524047,43.81930697,1448524047,1448524046,"LINESTRING (100.346116 -0.9000626, 100.3465101 -0.900067)"
1448524050,1709326513,46.44876756,1709326513,1448524050,"LINESTRING (100.3470268 -0.9000516, 100.3469828 -0.900467)"
1448524050,6752593697,39.0489952,6752593697,1448524050,"LINESTRING (100.3469627 -0.9008176, 100.3469828 -0.900467)"
1448524050,1709326523,103.2624651,1709326523,1448524050,"LINESTRING (100.3479109 -0.9004316, 100.3469828 -0.900467)"
1448524050,5334228284,146.6276587,5334228284,1448524050,"LINESTRING (100.3456665 -0.9004851, 100.3461506 -0.9004409, 100.346448 -0.9004443, 100.3469828 -0.900467)"
1448524057,6752593697,6.271025464,6752593697,1448524057,"LINESTRING (100.3469627 -0.9008176, 100.3469594 -0.9008739)"
1448524060,1448524844,29.81143512,1448524844,1448524060,"LINESTRING (100.3472184 -0.9026482, 100.3472188 -0.9023801)"
1448524060,7698723289,113.8676596,7698723289,1448524060,"LINESTRING (100.3479893 -0.9022584, 100.3476741 -0.9022534, 100.3472271 -0.902231, 100.347191 -0.9022378, 100.3471645 -0.9022578, 100.3471517 -0.9022846, 100.347143 -0.9023693, 100.3472188 -0.9023801)"
1448524142,1448524152,82.78483017,1448524152,1448524142,"LINESTRING (100.3472151 -0.904741, 100.3472162 -0.9039965)"
1448524142,6076085415,31.76848406,6076085415,1448524142,"LINESTRING (100.3472167 -0.9037108, 100.3472162 -0.9039965)"
1448524142,1448524610,34.47731983,1448524610,1448524142,"LINESTRING (100.3475263 -0.9039962, 100.3472162 -0.9039965)"
1448524142,1448524861,33.73240585,1448524861,1448524142,"LINESTRING (100.3469128 -0.9039968, 100.3472162 -0.9039965)"
1448524152,1448524618,35.66834245,1448524618,1448524152,"LINESTRING (100.3475358 -0.9047325, 100.3472151 -0.904741)"
1448524152,1455792595,19.50882309,1455792595,1448524152,"LINESTRING (100.3470491 -0.9047882, 100.3470974 -0.9047607, 100.3471403 -0.9047479, 100.3472151 -0.904741)"
1448524592,1448524593,89.11181304,1448524593,1448524592,"LINESTRING (100.3472181 -0.9028216, 100.3480196 -0.9028211)"
1448524592,6076085414,10.28124445,6076085414,1448524592,"LINESTRING (100.3480329 -0.9029126, 100.3480196 -0.9028211)"
1448524593,1448524846,13.91052275,1448524846,1448524593,"LINESTRING (100.3472179 -0.9029467, 100.3472181 -0.9028216)"
1448524593,1448524844,19.28125637,1448524844,1448524593,"LINESTRING (100.3472184 -0.9026482, 100.3472181 -0.9028216)"
1448524595,6076085414,22.35512291,6076085414,1448524595,"LINESTRING (100.3480329 -0.9029126, 100.3480615 -0.9031116)"
1448524595,1448524601,33.33123507,1448524601,1448524595,"LINESTRING (100.3480982 -0.9034091, 100.3480615 -0.9031116)"
1448524595,1448524596,93.82588039,1448524596,1448524595,"LINESTRING (100.3472176 -0.9031119, 100.3480615 -0.9031116)"
1448524596,1448524859,15.32269867,1448524859,1448524596,"LINESTRING (100.3472174 -0.9032497, 100.3472176 -0.9031119)"
1448524596,1448524846,18.36945811,1448524846,1448524596,"LINESTRING (100.3472179 -0.9029467, 100.3472176 -0.9031119)"
1448524599,6076085415,34.37044534,6076085415,1448524599,"LINESTRING (100.3472167 -0.9037108, 100.3472172 -0.9034017)"
1448524599,1448524859,16.90166735,1448524859,1448524599,"LINESTRING (100.3472174 -0.9032497, 100.3472172 -0.9034017)"
1448524599,1448524601,97.95414782,1448524601,1448524599,"LINESTRING (100.3480982 -0.9034091, 100.3472172 -0.9034017)"
1448524601,1448524604,33.93669987,1448524604,1448524601,"LINESTRING (100.3481356 -0.903712, 100.3480982 -0.9034091)"
1448524604,1448524606,31.56191113,1448524606,1448524604,"LINESTRING (100.3481446 -0.9039957, 100.3481356 -0.903712)"
1448524604,6076085415,102.1645401,6076085415,1448524604,"LINESTRING (100.3472167 -0.9037108, 100.3481356 -0.903712)"
1448524606,2916016353,70.13988688,2916016353,1448524606,"LINESTRING (100.3481175 -0.9046259, 100.3481446 -0.9039957)"
1448524606,1448524609,34.81086341,1448524609,1448524606,"LINESTRING (100.3478315 -0.903996, 100.3481446 -0.9039957)"
1448524608,9129153346,15.57649622,9129153346,1448524608,"LINESTRING (100.3463257 -0.9039973, 100.3461856 -0.9039974)"
1448524608,6076061240,46.32948985,6076061240,1448524608,"LINESTRING (100.3461968 -0.9044139, 100.3461856 -0.9039974)"
1448524608,1448524858,91.41181094,1448524858,1448524608,"LINESTRING (100.3464389 -0.9032648, 100.3464429 -0.903348, 100.3464201 -0.9034486, 100.3463839 -0.9034995, 100.3463423 -0.9035317, 100.3462806 -0.90358, 100.3462444 -0.9036202, 100.3462149 -0.9036725, 100.3461989 -0.9037262, 100.3461888 -0.9037872, 100.3461874 -0.9038468, 100.3461856 -0.9039974)"
1448524609,1448524617,81.89528784,1448524617,1448524609,"LINESTRING (100.3478303 -0.9047325, 100.3478315 -0.903996)"
1448524609,1448524610,33.93252289,1448524610,1448524609,"LINESTRING (100.3475263 -0.9039962, 100.3478315 -0.903996)"
1448524610,1448524618,81.87975288,1448524618,1448524610,"LINESTRING (100.3475358 -0.9047325, 100.3475263 -0.9039962)"
1448524617,1448524618,32.74286965,1448524618,1448524617,"LINESTRING (100.3475358 -0.9047325, 100.3478303 -0.9047325)"
1448524617,2916016353,35.04449652,2916016353,1448524617,"LINESTRING (100.3481175 -0.9046259, 100.3480355 -0.9046882, 100.3479879 -0.9047111, 100.3479252 -0.9047248, 100.3478303 -0.9047325)"
1448524843,1448524844,86.88321041,1448524844,1448524843,"LINESTRING (100.3472184 -0.9026482, 100.346437 -0.9026575)"
1448524845,1448524846,86.93719073,1448524846,1448524845,"LINESTRING (100.3472179 -0.9029467, 100.346436 -0.9029547)"
1448524856,1448606348,33.88328371,1448606348,1448524856,"LINESTRING (100.3465966 -0.9032617, 100.3469013 -0.9032558)"
1448524856,1448524859,35.15094327,1448524859,1448524856,"LINESTRING (100.3472174 -0.9032497, 100.3469013 -0.9032558)"
1448524856,1448524861,82.40547675,1448524861,1448524856,"LINESTRING (100.3469128 -0.9039968, 100.3469013 -0.9032558)"
1448524858,1448606348,17.53667381,1448606348,1448524858,"LINESTRING (100.3465966 -0.9032617, 100.3464389 -0.9032648)"
1448524858,6079739103,142.9785874,6079739103,1448524858,"LINESTRING (100.3465113 -0.9024375, 100.3464536 -0.9024898, 100.3463973 -0.9025267, 100.3463511 -0.9025462, 100.3463041 -0.9025669, 100.3462163 -0.9025837, 100.3461439 -0.9025917, 100.3461009 -0.9026078, 100.3460701 -0.9026299, 100.3460547 -0.9026554, 100.3460419 -0.9026936, 100.3460415 -0.9027527, 100.3460439 -0.9027985, 100.3460526 -0.9028351, 100.3460594 -0.9028579, 100.3460781 -0.9028841, 100.3462498 -0.9030684, 100.3464389 -0.9032648)"
1448524861,1448606413,33.10978186,1448606413,1448524861,"LINESTRING (100.346615 -0.903997, 100.3469128 -0.9039968)"
1448524861,1448524863,83.46176881,1448524863,1448524861,"LINESTRING (100.3468962 -0.9047472, 100.3469009 -0.9045862, 100.3469128 -0.9039968)"
1448524863,1448606417,33.72507424,1448606417,1448524863,"LINESTRING (100.3466196 -0.9046227, 100.3468962 -0.9047472)"
1448524863,1455792595,17.60031698,1455792595,1448524863,"LINESTRING (100.3470491 -0.9047882, 100.3468962 -0.9047472)"
1448606151,1448606152,37.77242571,1448606152,1448606151,"LINESTRING (100.3498732 -0.900473, 100.3495517 -0.9003632)"
1448606151,1448606162,117.5580206,1448606162,1448606151,"LINESTRING (100.3491653 -0.9013473, 100.3495517 -0.9003632)"
1448606151,6093326344,87.37240862,6093326344,1448606151,"LINESTRING (100.3488018 -0.9001318, 100.3488914 -0.900157, 100.3490122 -0.9001935, 100.3492249 -0.900251, 100.3493307 -0.9002764, 100.3495517 -0.9003632)"
1448606152,1448606153,14.47044979,1448606153,1448606152,"LINESTRING (100.3499951 -0.9005186, 100.3498732 -0.900473)"
1448606152,1448606153,76.45996143,1448606153,1448606152,"LINESTRING (100.3499951 -0.9005186, 100.3499177 -0.9007613, 100.3499003 -0.9007801, 100.3498802 -0.9007908, 100.3498614 -0.9007922, 100.3498144 -0.900768, 100.3498037 -0.9007586, 100.3497957 -0.9007345, 100.3497984 -0.9007104, 100.3498732 -0.900473)"
1448606159,1448606164,29.45238171,1448606164,1448606159,"LINESTRING (100.3497508 -0.9013459, 100.3497965 -0.901085)"
1448606162,1448606164,65.0968518,1448606164,1448606162,"LINESTRING (100.3497508 -0.9013459, 100.3491653 -0.9013473)"
1448606162,1448606165,165.3381803,1448606165,1448606162,"LINESTRING (100.3476782 -0.9013507, 100.3483705 -0.9013491, 100.3491653 -0.9013473)"
1448606164,1448606185,53.85236851,1448606185,1448606164,"LINESTRING (100.3497407 -0.9018301, 100.3497508 -0.9013459)"
1448606180,1448606185,145.4663059,1448606185,1448606180,"LINESTRING (100.3497407 -0.9018301, 100.3484334 -0.9017772)"
1448606185,1448606230,53.62730569,1448606230,1448606185,"LINESTRING (100.3497373 -0.9023071, 100.3497658 -0.9019594, 100.3497667 -0.9019176, 100.3497587 -0.9018772, 100.3497407 -0.9018301)"
1448606223,7698723289,41.75805306,7698723289,1448606223,"LINESTRING (100.3479893 -0.9022584, 100.3483648 -0.9022664)"
1448606223,1448606303,70.47701059,1448606303,1448606223,"LINESTRING (100.3483685 -0.9029002, 100.3483676 -0.9025712, 100.3483648 -0.9022664)"
1448606223,1448606227,47.86954932,1448606227,1448606223,"LINESTRING (100.3487953 -0.9022732, 100.3485055 -0.9022684, 100.3483648 -0.9022664)"
1448606227,1448606253,42.04473271,1448606253,1448606227,"LINESTRING (100.3488047 -0.9026512, 100.3487953 -0.9022732)"
1448606227,1448606230,104.9959094,1448606230,1448606227,"LINESTRING (100.3497373 -0.9023071, 100.3496833 -0.9022921, 100.3496119 -0.9022866, 100.3487953 -0.9022732)"
1448606230,2916016311,65.9191764,2916016311,1448606230,"LINESTRING (100.3503013 -0.9024268, 100.3500578 -0.9024274, 100.349966 -0.9024188, 100.3498815 -0.9023966, 100.3498111 -0.9023564, 100.3497373 -0.9023071)"
1448606253,1448606304,27.87749433,1448606304,1448606253,"LINESTRING (100.3488027 -0.9029019, 100.3488047 -0.9026512)"
1448606253,1448606391,153.5547478,1448606391,1448606253,"LINESTRING (100.349357 -0.9035548, 100.3493142 -0.9027559, 100.3493035 -0.902705, 100.3492901 -0.9026701, 100.3492605 -0.9026513, 100.3492096 -0.9026433, 100.3488047 -0.9026512)"
1448606303,1448606304,48.27528069,1448606304,1448606303,"LINESTRING (100.3488027 -0.9029019, 100.3483685 -0.9029002)"
1448606303,1448606416,169.9516264,1448606416,1448606303,"LINESTRING (100.3483739 -0.9044286, 100.3483685 -0.9029002)"
1448606303,6076085414,37.33790389,6076085414,1448606303,"LINESTRING (100.3480329 -0.9029126, 100.3483685 -0.9029002)"
1448606304,2916016344,137.547445,2916016344,1448606304,"LINESTRING (100.3488178 -0.9041388, 100.3488027 -0.9029019)"
1448606348,1448606413,81.78733391,1448606413,1448606348,"LINESTRING (100.346615 -0.903997, 100.3465966 -0.9032617)"
1448606413,9129153346,32.16475111,9129153346,1448606413,"LINESTRING (100.3463257 -0.9039973, 100.346615 -0.903997)"
1448606413,1448606417,69.5766436,1448606417,1448606413,"LINESTRING (100.3466196 -0.9046227, 100.346615 -0.903997)"
1448606416,2916016344,58.94201353,2916016344,1448606416,"LINESTRING (100.3488178 -0.9041388, 100.3483739 -0.9044286)"
1448606416,2916016353,36.30725286,2916016353,1448606416,"LINESTRING (100.3481175 -0.9046259, 100.3481421 -0.9045884, 100.3481635 -0.9045703, 100.3483739 -0.9044286)"
1448606417,9129153345,36.56282446,9129153345,1448606417,"LINESTRING (100.3463268 -0.904473, 100.3466196 -0.9046227)"
1449090602,1449090628,47.08530033,1449090628,1449090602,"LINESTRING (100.3460236 -0.9029857, 100.345953 -0.9027604, 100.3459701 -0.9026362, 100.3459763 -0.9026113, 100.3459921 -0.9025786)"
1449090602,10880168667,46.25766349,10880168667,1449090602,"LINESTRING (100.3455763 -0.9025931, 100.3457315 -0.9025885, 100.3459921 -0.9025786)"
1449090628,1449090660,146.3250917,1449090660,1449090628,"LINESTRING (100.3457683 -0.904174, 100.3459641 -0.9037463, 100.3461584 -0.9033224, 100.3461653 -0.9032769, 100.3461666 -0.9032202, 100.3461492 -0.903167, 100.3460236 -0.9029857)"
1449090660,4170683991,32.88187118,4170683991,1449090660,"LINESTRING (100.345504 -0.9040413, 100.3457683 -0.904174)"
1449090660,6076061240,54.73857636,6076061240,1449090660,"LINESTRING (100.3461968 -0.9044139, 100.3460671 -0.9043483, 100.3459959 -0.9043167, 100.3459494 -0.9042947, 100.3457683 -0.904174)"
1449094445,1449094448,30.82150103,1449094448,1449094445,"LINESTRING (100.3492534 -0.90562, 100.3492635 -0.905343)"
1449094445,6080299210,136.9843657,6080299210,1449094445,"LINESTRING (100.3501061 -0.9045157, 100.3492565 -0.9052056, 100.3492635 -0.905343)"
1449094445,2072455730,94.61500693,2072455730,1449094445,"LINESTRING (100.3501088 -0.9053098, 100.3496394 -0.9052863, 100.3493702 -0.9053152, 100.3492635 -0.905343)"
1449094448,1449094451,33.94579895,1449094451,1449094448,"LINESTRING (100.3492609 -0.9059251, 100.3492594 -0.9057222, 100.3492534 -0.90562)"
1449094450,2072455730,37.0903865,2072455730,1449094450,"LINESTRING (100.3501088 -0.9053098, 100.3501024 -0.9056433)"
1449094450,1449094477,82.15461429,1449094477,1449094450,"LINESTRING (100.3501094 -0.9063821, 100.3501024 -0.9056433)"
1449094473,6082329023,42.00980694,1449094473,6082329023,"LINESTRING (100.3510761 -0.9063519, 100.3510617 -0.9062243, 100.3510516 -0.9060901, 100.3510446 -0.9059755)"
1449094473,1449094477,108.0080192,1449094477,1449094473,"LINESTRING (100.3501094 -0.9063821, 100.3506737 -0.9063877, 100.3508444 -0.9063892, 100.3509195 -0.9063906, 100.3510761 -0.9063519)"
1449094475,1449094477,48.3530184,1449094477,1449094475,"LINESTRING (100.3501094 -0.9063821, 100.3496745 -0.9063837)"
1449094477,1449094482,179.698331,1449094482,1449094477,"LINESTRING (100.3500957 -0.9079981, 100.3500989 -0.9075645, 100.3501065 -0.9069052, 100.3501094 -0.9063821)"
1449601751,1449601809,260.4277454,1449601809,1449601751,"LINESTRING (100.3537762 -0.9145298, 100.3535387 -0.9137589, 100.3533667 -0.913189, 100.3531145 -0.9122833)"
1449601754,1449601816,269.5085241,1449601816,1449601754,"LINESTRING (100.3529231 -0.9147635, 100.352774 -0.9142249, 100.3527397 -0.9141082, 100.3524958 -0.9132949, 100.3524246 -0.9130802, 100.352387 -0.9129552, 100.3522515 -0.9124351)"
1449601790,1449601809,43.56435291,1449601809,1449601790,"LINESTRING (100.3537762 -0.9145298, 100.3541518 -0.9144182)"
1449601790,6079948358,37.57791056,6079948358,1449601790,"LINESTRING (100.3541467 -0.914756, 100.3541542 -0.9144899, 100.3541518 -0.9144182)"
1449601809,1449601814,50.95073961,1449601814,1449601809,"LINESTRING (100.3533326 -0.9146448, 100.3535262 -0.9145951, 100.3537762 -0.9145298)"
1449601814,1449601823,37.44495424,1449601823,1449601814,"LINESTRING (100.3534302 -0.9149671, 100.3533326 -0.9146448)"
1449601814,1449601816,47.41644384,1449601816,1449601814,"LINESTRING (100.3529231 -0.9147635, 100.3531052 -0.9147156, 100.3532153 -0.9146827, 100.3533326 -0.9146448)"
1449601816,5395115531,54.50311973,5395115531,1449601816,"LINESTRING (100.3524511 -0.9148958, 100.3524945 -0.9148851, 100.3529231 -0.9147635)"
1449601823,6079948358,83.0475119,6079948358,1449601823,"LINESTRING (100.3541467 -0.914756, 100.3534302 -0.9149671)"
1449601823,6079968065,30.01970383,6079968065,1449601823,"LINESTRING (100.3531712 -0.9150434, 100.3534302 -0.9149671)"
1449607289,7634290112,227.2635916,7634290112,1449607289,"LINESTRING (100.3564355 -0.970291, 100.3568713 -0.9703674, 100.356937 -0.9703701, 100.3570363 -0.9703701, 100.3573689 -0.9703326, 100.3574161 -0.9703267, 100.3574722 -0.9703084, 100.3579393 -0.9701014, 100.3580357 -0.9701045, 100.358187 -0.9701663, 100.3582835 -0.9701945, 100.3584069 -0.9702065)"
1449607289,7634290112,458.2292107,7634290112,1449607289,"LINESTRING (100.3564355 -0.970291, 100.3567654 -0.9702454, 100.3569478 -0.9702052, 100.3571892 -0.9701488, 100.3577866 -0.9699678, 100.3580153 -0.9698807, 100.3580864 -0.9698418, 100.3581434 -0.9698096, 100.3582607 -0.9697862, 100.3583667 -0.96976, 100.3588173 -0.9696769, 100.3589997 -0.9696554, 100.3592089 -0.9696179, 100.3593524 -0.9696232, 100.3591767 -0.9697479, 100.3588109 -0.9699654, 100.3584069 -0.9702065)"
1449615722,1449615736,97.12137763,1449615722,1449615736,"LINESTRING (100.3510295 -0.9660625, 100.3511472 -0.9660308, 100.3512333 -0.9660374, 100.3513165 -0.9660645, 100.3513996 -0.966119, 100.3516178 -0.9662769, 100.3517786 -0.9664105)"
1449615722,1449615736,171.9474118,1449615736,1449615722,"LINESTRING (100.3517786 -0.9664105, 100.3516945 -0.9665136, 100.3515757 -0.966629, 100.3515027 -0.9666629, 100.3514072 -0.9666919, 100.3513142 -0.9666968, 100.3512242 -0.9666821, 100.3511212 -0.9666475, 100.3509763 -0.9665563, 100.3508863 -0.9664731, 100.3508529 -0.9663926, 100.3508449 -0.9663284, 100.3508596 -0.9662719, 100.3509016 -0.9662082, 100.3509616 -0.9661309, 100.3510295 -0.9660625)"
1449615722,6093449300,463.9943174,6093449300,1449615722,"LINESTRING (100.3526238 -0.9680953, 100.3525044 -0.96805, 100.3523424 -0.9679779, 100.3522559 -0.9679471, 100.3521359 -0.967927, 100.351924 -0.9679209, 100.3517979 -0.9679195, 100.3516357 -0.9679176, 100.3514877 -0.967913, 100.3513365 -0.9678482, 100.351215 -0.9677719, 100.3509837 -0.9675693, 100.3507713 -0.9673995, 100.3504951 -0.967217, 100.3503945 -0.9671499, 100.3503241 -0.9670889, 100.350253 -0.9669662, 100.3502221 -0.9668489, 100.350227 -0.9667476, 100.3502431 -0.9666294, 100.3502686 -0.966485, 100.3502947 -0.9663986, 100.3503449 -0.9663208, 100.3504078 -0.9662618, 100.3504834 -0.9661957, 100.3505877 -0.9661389, 100.3506703 -0.9661043, 100.3507727 -0.9660698, 100.3508598 -0.9660594, 100.3510295 -0.9660625)"
1449615736,6092921307,11.12193236,6092921307,1449615736,"LINESTRING (100.3518601 -0.9664685, 100.3517786 -0.9664105)"
1449615740,1449615789,259.4525147,1449615789,1449615740,"LINESTRING (100.355148 -0.9670004, 100.3553378 -0.967097, 100.3554182 -0.9671211, 100.3555041 -0.9671285, 100.3555926 -0.9671305, 100.3564107 -0.9670219, 100.3565656 -0.9669883, 100.3567003 -0.9669354, 100.3568063 -0.9668797, 100.3569055 -0.9668073, 100.3570484 -0.9666826, 100.3571007 -0.966629, 100.3572614 -0.9664696)"
1449615740,1449615789,244.2897297,1449615789,1449615740,"LINESTRING (100.355148 -0.9670004, 100.3553613 -0.9670017, 100.3556053 -0.966983, 100.3558387 -0.966932, 100.3559889 -0.9669106, 100.3561579 -0.966873, 100.3562947 -0.9668341, 100.3564998 -0.9667631, 100.3572614 -0.9664696)"
1449615771,1449630785,237.8507282,1449630785,1449615771,"LINESTRING (100.3548034 -0.96705, 100.35457 -0.9670795, 100.3543742 -0.9671023, 100.3542388 -0.967113, 100.3540121 -0.967101, 100.353827 -0.9670742, 100.3535923 -0.9670514, 100.3532772 -0.9669883, 100.3529473 -0.9668837, 100.3527124 -0.9667875)"
1449615771,1449630785,250.402238,1449630785,1449615771,"LINESTRING (100.3548034 -0.96705, 100.354688 -0.9671077, 100.3545868 -0.9671399, 100.3544942 -0.9671687, 100.3543608 -0.9671955, 100.354173 -0.9672083, 100.3537761 -0.9672049, 100.3535521 -0.9671989, 100.3533013 -0.9671546, 100.3531109 -0.9670956, 100.3528614 -0.9669749, 100.3528172 -0.9669414, 100.3527689 -0.9668931, 100.3527124 -0.9667875)"
1449615771,6092921307,101.26273,6092921307,1449615771,"LINESTRING (100.3518601 -0.9664685, 100.3521316 -0.9665878, 100.3523718 -0.9666728, 100.3525426 -0.9667333, 100.3527124 -0.9667875)"
1449615789,1449630785,38.70730994,1449630785,1449615789,"LINESTRING (100.3548034 -0.96705, 100.355148 -0.9670004)"
1455792396,2916016344,15.92358375,2916016344,1455792396,"LINESTRING (100.3488178 -0.9041388, 100.3489089 -0.9042493)"
1455792396,1455792595,223.7930791,1455792595,1455792396,"LINESTRING (100.3470491 -0.9047882, 100.3472221 -0.9048204, 100.3473784 -0.9048324, 100.3475514 -0.9048267, 100.3479752 -0.9047918, 100.3480717 -0.9047533, 100.3481917 -0.9046956, 100.3489089 -0.9042493)"
1455792396,2916016317,237.7126987,2916016317,1455792396,"LINESTRING (100.3504481 -0.9029859, 100.3505051 -0.9031294, 100.3505078 -0.9031804, 100.350489 -0.9032277, 100.3489089 -0.9042493)"
1455792844,7722897314,3.34120278,7722897314,1455792844,"LINESTRING (100.3467557 -0.9055906, 100.3467574 -0.9055606)"
1455792844,6079952884,106.6244487,6079952884,1455792844,"LINESTRING (100.3476978 -0.9056906, 100.347208 -0.9056832, 100.347039 -0.9056597, 100.3467574 -0.9055606)"
1455792950,6752800275,192.5035721,6752800275,1455792950,"LINESTRING (100.3467328 -0.9059705, 100.3450014 -0.9059823)"
1455792960,6752800275,6.784685838,6752800275,1455792960,"LINESTRING (100.3467328 -0.9059705, 100.3467314 -0.9060315)"
1455792960,6080422894,83.92311402,6080422894,1455792960,"LINESTRING (100.3474856 -0.90605, 100.3473555 -0.9060533, 100.347265 -0.9060486, 100.3471436 -0.906048, 100.3469237 -0.9060339, 100.3467314 -0.9060315)"
1455792960,6079221843,55.61488724,6079221843,1455792960,"LINESTRING (100.3466991 -0.9065306, 100.3467099 -0.9063374, 100.3467314 -0.9060315)"
1456032057,1617019974,42.07271094,1617019974,1456032057,"LINESTRING (100.373587 -0.8948286, 100.3739364 -0.8946833)"
1456032057,4124596125,90.77244431,4124596125,1456032057,"LINESTRING (100.3736443 -0.893921, 100.3739364 -0.8946833)"
1456063954,12297177126,12.38275899,12297177126,1456063954,"LINESTRING (100.366078 -0.8888662, 100.3661213 -0.8889688)"
1456063954,5542105793,182.0940876,5542105793,1456063954,"LINESTRING (100.3646232 -0.8891866, 100.3647215 -0.8892371, 100.3648449 -0.8893097, 100.3649772 -0.8893826, 100.3650003 -0.889391, 100.3650284 -0.8893979, 100.3650595 -0.8893994, 100.3650868 -0.8893982, 100.3651283 -0.8893895, 100.3651641 -0.8893762, 100.3653558 -0.8892916, 100.3655637 -0.8891963, 100.3661213 -0.8889688)"
1456063954,1456063970,43.97219826,1456063970,1456063954,"LINESTRING (100.3663705 -0.889265, 100.3662631 -0.889091, 100.3662338 -0.8890499, 100.3662074 -0.8890212, 100.3661892 -0.8890048, 100.3661699 -0.8889919, 100.3661213 -0.8889688)"
1456063954,12264205067,125.2861387,12264205067,1456063954,"LINESTRING (100.3671187 -0.8888216, 100.3669873 -0.8887733, 100.3668378 -0.8886513, 100.366762 -0.8886499, 100.3667036 -0.8886935, 100.3666433 -0.8887311, 100.3665528 -0.8887827, 100.3664622 -0.8888237, 100.3661213 -0.8889688)"
1456063956,1456063989,97.48091933,1456063989,1456063956,"LINESTRING (100.3665628 -0.8896288, 100.3668304 -0.8895155, 100.3668834 -0.8894927, 100.3669169 -0.8894746, 100.366954 -0.8894479, 100.3670481 -0.8893727, 100.3671271 -0.8893077, 100.3672949 -0.8891625)"
1456063970,1456063989,45.75523251,1456063989,1456063970,"LINESTRING (100.3665628 -0.8896288, 100.3663705 -0.889265)"
1456063970,6078983918,170.5567622,6078983918,1456063970,"LINESTRING (100.3658568 -0.8899398, 100.3658371 -0.8899409, 100.3658192 -0.8899399, 100.3658018 -0.8899359, 100.3657841 -0.889928, 100.3655416 -0.8897979, 100.3655141 -0.88978, 100.3654758 -0.8897522, 100.3654551 -0.8897348, 100.3654464 -0.8897224, 100.3654411 -0.8897137, 100.3654383 -0.889704, 100.3654382 -0.8896964, 100.3654403 -0.8896878, 100.3654433 -0.8896814, 100.365449 -0.8896744, 100.3655329 -0.8896359, 100.3656874 -0.8895782, 100.365734 -0.8895584, 100.3657907 -0.8895336, 100.3663705 -0.889265)"
1456063975,6078982216,25.2456964,6078982216,1456063975,"LINESTRING (100.3641958 -0.8894891, 100.3643642 -0.8893368)"
1456063975,5542105793,34.44150563,5542105793,1456063975,"LINESTRING (100.3646232 -0.8891866, 100.3646016 -0.8891845, 100.3645763 -0.8891872, 100.3645539 -0.889194, 100.3645113 -0.8892147, 100.3644786 -0.8892344, 100.3644544 -0.8892526, 100.3643642 -0.8893368)"
1456063975,1736407133,125.4546277,1736407133,1456063975,"LINESTRING (100.3644728 -0.8904347, 100.3644471 -0.8895569, 100.3644385 -0.8894414, 100.3644347 -0.889414, 100.3644263 -0.8893955, 100.3644124 -0.8893754, 100.3643998 -0.8893635, 100.3643642 -0.8893368)"
1456063981,1456063982,44.80673093,1456063982,1456063981,"LINESTRING (100.3625248 -0.8894726, 100.3624818 -0.8894475, 100.3624527 -0.8894414, 100.3624021 -0.8894398, 100.3621298 -0.8894572)"
1456063981,1456063983,53.93143458,1456063983,1456063981,"LINESTRING (100.361647 -0.8895041, 100.3619702 -0.8894733, 100.3621298 -0.8894572)"
1456063981,6096389366,71.66434699,6096389366,1456063981,"LINESTRING (100.3620554 -0.8888256, 100.3621003 -0.8889181, 100.3621184 -0.8889879, 100.3621231 -0.8890402, 100.3621251 -0.8891501, 100.3621298 -0.8894572)"
1456063982,1456064006,74.97396537,1456064006,1456063982,"LINESTRING (100.3626408 -0.8901259, 100.3626196 -0.8900908, 100.3626039 -0.8900559, 100.3625938 -0.8899956, 100.3625777 -0.8897468, 100.3625643 -0.8895591, 100.3625529 -0.8895185, 100.3625395 -0.8894907, 100.3625248 -0.8894726)"
