u,v,length,from,to,geometry
5395548760,10703145166,41.54342331,10703145166,5395548760,"LINESTRING (100.3866988 -0.9256129, 100.3866814 -0.9258811, 100.3866479 -0.9259146, 100.386596 -0.9259393)"
5395548766,6082828627,27.30809075,6082828627,5395548766,"LINESTRING (100.3780871 -0.9317947, 100.378048 -0.9319085, 100.3780092 -0.9320276)"
5395548766,6082828603,32.29516239,6082828603,5395548766,"LINESTRING (100.3779058 -0.9322979, 100.3779619 -0.9321853, 100.3780092 -0.9320276)"
5395548766,6082828604,68.87985801,6082828604,5395548766,"LINESTRING (100.3774158 -0.9319975, 100.3776886 -0.9319642, 100.3778046 -0.9319447, 100.377867 -0.9319488, 100.37793 -0.9319695, 100.3780092 -0.9320276)"
5395548777,7679215514,45.6321229,7679215514,5395548777,"LINESTRING (100.3776292 -0.9311928, 100.3776741 -0.9315377, 100.377641 -0.9315908)"
5395548792,6082754716,26.16918544,6082754716,5395548792,"LINESTRING (100.3770208 -0.9367593, 100.3770463 -0.9368324, 100.3771006 -0.9369807)"
5395548941,5436530009,101.7123931,5436530009,5395548941,"LINESTRING (100.3863578 -0.927346, 100.386506 -0.9272096, 100.3866366 -0.9271302, 100.3867663 -0.9270035, 100.3867989 -0.9269389, 100.386852 -0.9268393, 100.3868839 -0.9267761, 100.3869303 -0.926662)"
5397374105,6856554285,225.7847671,6856554285,5397374105,"LINESTRING (100.3809086 -0.922455, 100.3814417 -0.9223289, 100.3820211 -0.9222056, 100.3824529 -0.9221197, 100.3828955 -0.9220366)"
5397374114,5397460872,20.42189175,5397460872,5397374114,"LINESTRING (100.3824288 -0.9129661, 100.382252 -0.9130159)"
5397374119,6086146859,80.32357922,6086146859,5397374119,"LINESTRING (100.3832267 -0.9132656, 100.3832669 -0.913283, 100.3833219 -0.9133152, 100.3834561 -0.9133608, 100.3835486 -0.9133983, 100.3836022 -0.9134278, 100.3836371 -0.913464, 100.3836599 -0.913511, 100.3836586 -0.9135566, 100.3836425 -0.9136048, 100.3835995 -0.9136437, 100.3835486 -0.9136651)"
5397374529,5397374535,19.67179922,5397374535,5397374529,"LINESTRING (100.3852679 -0.9198831, 100.3852544 -0.9199957, 100.3852266 -0.9200528)"
5397374535,7690503522,13.87950011,7690503522,5397374535,"LINESTRING (100.3852813 -0.919759, 100.3852679 -0.9198831)"
5397374535,6082314622,49.16201685,6082314622,5397374535,"LINESTRING (100.3856984 -0.9198388, 100.3856635 -0.9198174, 100.3854221 -0.9198509, 100.3852679 -0.9198831)"
5397374539,7719471702,12.64912272,7719471702,5397374539,"LINESTRING (100.3874525 -0.9245983, 100.3873453 -0.9245602)"
5397374539,7719471705,113.7890002,7719471705,5397374539,"LINESTRING (100.3869106 -0.9252442, 100.3869463 -0.9246548, 100.386951 -0.9246273, 100.3869684 -0.9246112, 100.3870489 -0.9246071, 100.3871634 -0.9245967, 100.3872755 -0.9245784, 100.3873453 -0.9245602)"
5397374546,6092501198,38.68515238,6092501198,5397374546,"LINESTRING (100.3769631 -0.9216356, 100.3769685 -0.9216062, 100.3769752 -0.9215733, 100.3769792 -0.9215364, 100.3769913 -0.9214982, 100.3770167 -0.9214412, 100.3770382 -0.9213876, 100.3770717 -0.9213072)"
5397433162,6085141267,23.07232936,6085141267,5397433162,"LINESTRING (100.4040614 -0.9167387, 100.4041466 -0.9165495)"
5397433172,10698724961,60.47767003,10698724961,5397433172,"LINESTRING (100.4055804 -0.9190598, 100.4056063 -0.9190068, 100.4057452 -0.9187915, 100.4058833 -0.9186092)"
5397433172,6102754730,35.04385358,6102754730,5397433172,"LINESTRING (100.4060832 -0.9183705, 100.4060349 -0.9184617, 100.4059812 -0.9185234, 100.4058833 -0.9186092)"
5397433181,10698830553,41.12319041,10698830553,5397433181,"LINESTRING (100.4104391 -0.9210648, 100.4104096 -0.9210108, 100.4103787 -0.9209142, 100.4103667 -0.9208311, 100.4103687 -0.9207082)"
5397448282,7604325322,58.44269485,7604325322,5397448282,"LINESTRING (100.4178983 -0.9217346, 100.4179561 -0.9212122)"
5397448282,6095688459,217.5491473,6095688459,5397448282,"LINESTRING (100.4179987 -0.9192562, 100.4179561 -0.9212122)"
5397448310,5397448322,258.0325509,5397448322,5397448310,"LINESTRING (100.4139064 -0.9184195, 100.4138481 -0.918349, 100.4137502 -0.9182471, 100.4136496 -0.9181573, 100.4135504 -0.9180795, 100.4135169 -0.9180607, 100.4134821 -0.918054, 100.4134445 -0.9180434, 100.4134069 -0.9180218, 100.4133211 -0.9179588, 100.4132178 -0.9178743, 100.4131226 -0.9177818, 100.4129455 -0.9175954, 100.4128329 -0.9174627, 100.412786 -0.9173983, 100.4127686 -0.917354, 100.4127619 -0.9173071, 100.4127485 -0.9172374, 100.4127324 -0.9171932, 100.4126974 -0.9171422, 100.4126264 -0.9170617, 100.4125459 -0.9169879, 100.4124346 -0.9169036, 100.4123032 -0.9168191)"
5397448310,10603464103,140.1327695,10603464103,5397448310,"LINESTRING (100.4129282 -0.9157315, 100.4127542 -0.9160335, 100.4126841 -0.9161418, 100.4126439 -0.9162224, 100.4125484 -0.9163577, 100.4124168 -0.9165373, 100.4123579 -0.9166587, 100.4123032 -0.9168191)"
5397448322,10698830668,11.01312153,10698830668,5397448322,"LINESTRING (100.4139592 -0.9185033, 100.4139064 -0.9184195)"
5397448322,7698342398,67.16580221,7698342398,5397448322,"LINESTRING (100.413478 -0.9186105, 100.4136778 -0.9186963, 100.4136976 -0.9186997, 100.4137154 -0.9186993, 100.4137365 -0.918695, 100.4137539 -0.9186863, 100.4137663 -0.9186725, 100.4139064 -0.9184195)"
5397448326,10698830668,53.42653976,10698830668,5397448326,"LINESTRING (100.4139592 -0.9185033, 100.4139702 -0.9185207, 100.4140064 -0.9185823, 100.414052 -0.9186414, 100.4141044 -0.918691, 100.4142894 -0.9188465)"
5397448326,10603500793,68.8839718,10603500793,5397448326,"LINESTRING (100.4140207 -0.9193994, 100.4140451 -0.9193098, 100.4140874 -0.9192073, 100.4141598 -0.9190811, 100.4142451 -0.9189578, 100.4142666 -0.9189176, 100.41428 -0.9188814, 100.4142894 -0.9188465)"
5397448326,6103077842,105.0172947,6103077842,5397448326,"LINESTRING (100.4148963 -0.9181707, 100.4148459 -0.9182102, 100.4147964 -0.9182632, 100.4147447 -0.9183357, 100.4145644 -0.9186266, 100.4145375 -0.918648, 100.4144973 -0.9186575, 100.4144503 -0.9186601, 100.4144155 -0.9186708, 100.4143899 -0.9186936, 100.4143538 -0.9187406, 100.4142894 -0.9188465)"
5397448327,6095910350,24.25529675,6095910350,5397448327,"LINESTRING (100.4170131 -0.9210541, 100.4168453 -0.9209147)"
5397448327,6095910343,58.82970818,6095910343,5397448327,"LINESTRING (100.4165205 -0.921332, 100.4166698 -0.9211543, 100.4168453 -0.9209147)"
5397448331,5549513967,56.52781069,5549513967,5397448331,"LINESTRING (100.416525 -0.9221412, 100.4161314 -0.9218194)"
5397448331,6095910348,38.04874977,6095910348,5397448331,"LINESTRING (100.416348 -0.9215545, 100.4163332 -0.921574, 100.4161314 -0.9218194)"
5397460840,6082493793,47.65167069,6082493793,5397460840,"LINESTRING (100.384001 -0.9042155, 100.384012 -0.9037871)"
5397460842,6082493226,71.57891108,6082493226,5397460842,"LINESTRING (100.3833496 -0.9045929, 100.3839925 -0.9045588)"
5397460842,6082562617,32.68258219,6082562617,5397460842,"LINESTRING (100.3839811 -0.9048525, 100.3839925 -0.9045588)"
5397460842,6082493793,38.18496845,6082493793,5397460842,"LINESTRING (100.384001 -0.9042155, 100.3839925 -0.9045588)"
5397460842,6082563232,32.24313545,6082563232,5397460842,"LINESTRING (100.3842822 -0.9045455, 100.3839925 -0.9045588)"
5397460864,7588212898,35.44828198,7588212898,5397460864,"LINESTRING (100.3777063 -0.9051432, 100.3776761 -0.9051138, 100.3776457 -0.9050849, 100.377612 -0.9050505, 100.3774923 -0.9049074)"
5397460865,7588582983,73.31806626,7588582983,5397460865,"LINESTRING (100.3793636 -0.9102424, 100.3794803 -0.9108427, 100.3794859 -0.9108902)"
5397460865,5397460869,82.15756594,5397460869,5397460865,"LINESTRING (100.3788117 -0.9111858, 100.3789084 -0.9111241, 100.379072 -0.911049, 100.3792195 -0.910986, 100.3792772 -0.9109578, 100.3794193 -0.9109069, 100.3794859 -0.9108902)"
5397460869,7588669918,60.25482276,7588669918,5397460869,"LINESTRING (100.3784061 -0.9108264, 100.3788117 -0.9111858)"
5397460872,5397460874,48.87423772,5397460874,5397460872,"LINESTRING (100.382477 -0.9125294, 100.3824609 -0.9127332, 100.3824288 -0.9129661)"
5397460872,6086145960,74.23825739,6086145960,5397460872,"LINESTRING (100.3830624 -0.9127654, 100.3829634 -0.9128175, 100.3827966 -0.9128798, 100.3824288 -0.9129661)"
5397460874,6086146884,87.18342451,6086146884,5397460874,"LINESTRING (100.3818172 -0.9121057, 100.382477 -0.9125294)"
5397460879,5397460881,30.91900938,5397460881,5397460879,"LINESTRING (100.3843324 -0.9119863, 100.384537 -0.9120092, 100.3846041 -0.9120359)"
5397460879,6085893915,39.51087526,6085893915,5397460879,"LINESTRING (100.3844324 -0.912347, 100.3845102 -0.9122076, 100.3846041 -0.9120359)"
5397460881,6085898159,28.08414467,6085898159,5397460881,"LINESTRING (100.3844398 -0.9117577, 100.3843324 -0.9119863)"
5397460881,5397460883,41.581988,5397460883,5397460881,"LINESTRING (100.383967 -0.9119167, 100.3840837 -0.9119206, 100.3842177 -0.9119567, 100.3843324 -0.9119863)"
5397460883,6086146695,63.83620976,6086146695,5397460883,"LINESTRING (100.3835647 -0.911757, 100.3836257 -0.9118375, 100.3836907 -0.9119179, 100.383739 -0.9119689, 100.3837827 -0.9120164, 100.3838181 -0.9120319, 100.3838611 -0.9120272, 100.383967 -0.9119167)"
5397460883,6085897180,64.28737491,6085897180,5397460883,"LINESTRING (100.384258 -0.9114191, 100.3842258 -0.9114915, 100.3841588 -0.9116283, 100.38403 -0.9118106, 100.383967 -0.9119167)"
5397471536,10610453878,61.54987261,10610453878,5397471536,"LINESTRING (100.3925729 -0.9067593, 100.3921263 -0.9064322)"
5397471544,5397471556,197.382039,5397471556,5397471544,"LINESTRING (100.3908429 -0.9087768, 100.3909052 -0.9087225, 100.3909535 -0.9086756, 100.3910098 -0.9086387, 100.3910816 -0.9086206, 100.3911795 -0.9086125, 100.3912774 -0.9085522, 100.3913619 -0.908465, 100.3914222 -0.9083323, 100.3914638 -0.9081875, 100.3914731 -0.9080776, 100.3915456 -0.9078871, 100.3915637 -0.9078616, 100.3915805 -0.9078542, 100.391614 -0.9078529, 100.3916603 -0.9078683, 100.3916911 -0.907881, 100.3917206 -0.907877, 100.3917675 -0.9078509, 100.391838 -0.9077764, 100.3919184 -0.9076994, 100.3919732 -0.9076466)"
5397471565,10703874410,94.82887922,10703874410,5397471565,"LINESTRING (100.3994902 -0.9015464, 100.3997088 -0.9011087, 100.3998712 -0.9007834)"
5397471565,10653426611,46.45861669,10653426611,5397471565,"LINESTRING (100.4002711 -0.9008853, 100.4002299 -0.9008586, 100.400183 -0.9008391, 100.4001246 -0.9008217, 100.4000663 -0.9008063, 100.3999858 -0.9007915, 100.3998712 -0.9007834)"
5397471568,6082887899,24.8082554,6082887899,5397471568,"LINESTRING (100.400045 -0.9036037, 100.3998515 -0.9037148)"
5397479135,6092556038,101.3684844,6092556038,5397479135,"LINESTRING (100.3997954 -0.9664684, 100.3998004 -0.9664493, 100.3998269 -0.9663822, 100.3998544 -0.9663199, 100.3998954 -0.9662478, 100.3999635 -0.9661541, 100.4000482 -0.966071, 100.4001119 -0.9660202, 100.4001883 -0.965976, 100.4003368 -0.9659025, 100.4004257 -0.9658593)"
5397485041,10613341444,12.85192775,10613341444,5397485041,"LINESTRING (100.4062629 -0.9038307, 100.4061475 -0.9038374)"
5397485041,5397485046,125.2966293,5397485046,5397485041,"LINESTRING (100.4065526 -0.9046179, 100.4063339 -0.9045496, 100.4062427 -0.9045294, 100.4061918 -0.9045267, 100.4061234 -0.9045212, 100.4061408 -0.9042196, 100.4061529 -0.9039045, 100.4061475 -0.9038374)"
5397485041,10613341457,60.1192024,10613341457,5397485041,"LINESTRING (100.4056071 -0.9038401, 100.4056795 -0.9038428, 100.4058284 -0.9038482, 100.4059155 -0.9038455, 100.4061475 -0.9038374)"
5397485046,6098818055,89.48232526,6098818055,5397485046,"LINESTRING (100.4065673 -0.903816, 100.4065633 -0.9040346, 100.4065697 -0.9040849, 100.4065673 -0.9041968, 100.4065821 -0.9043121, 100.4065526 -0.9046179)"
5397485048,5406352623,66.29040088,5406352623,5397485048,"LINESTRING (100.4045784 -0.9000285, 100.4047942 -0.9001577, 100.4048145 -0.900178, 100.4048185 -0.9002089, 100.4048078 -0.900237, 100.4047662 -0.9003134, 100.4046761 -0.9004549)"
5397485056,10703874415,141.9565311,10703874415,5397485056,"LINESTRING (100.4011798 -0.9017394, 100.4010366 -0.9019869, 100.4009065 -0.9022417, 100.4008073 -0.9024228, 100.4007684 -0.9024841, 100.4007516 -0.9025025, 100.4007395 -0.9025123, 100.4007201 -0.9025193, 100.4006949 -0.9025123, 100.4003916 -0.9023624)"
5397485056,10703874419,82.5428632,10703874419,5397485056,"LINESTRING (100.4003006 -0.9030478, 100.4003598 -0.9029476, 100.4004499 -0.9028311, 100.4004613 -0.9028089, 100.4004659 -0.9027875, 100.4004653 -0.9027627, 100.4003916 -0.9023624)"
5397485065,10705684453,26.70204828,10705684453,5397485065,"LINESTRING (100.400589 -0.9082692, 100.400603 -0.9082627, 100.4006225 -0.9082608, 100.4008078 -0.9083488)"
5397485076,6082563439,47.09183722,6082563439,5397485076,"LINESTRING (100.4022013 -0.9097567, 100.4018287 -0.9095553)"
5397485077,5397485421,178.1029241,5397485421,5397485077,"LINESTRING (100.4088736 -0.9086885, 100.4088549 -0.9086239, 100.4088499 -0.9085374, 100.4088083 -0.9083945, 100.4087252 -0.9082179, 100.4084113 -0.9078675, 100.4080521 -0.9076112, 100.4079068 -0.9074854)"
5397485104,10613341440,9.070440623,10613341440,5397485104,"LINESTRING (100.4111605 -0.9105109, 100.4111552 -0.9104295)"
5397485104,6102793236,204.3128858,6102793236,5397485104,"LINESTRING (100.4127498 -0.9113406, 100.4126117 -0.9112501, 100.4123864 -0.9111267, 100.4119277 -0.91088, 100.4114073 -0.9105931, 100.411197 -0.9104567, 100.4111552 -0.9104295)"
5397485113,6099145409,40.31438409,6099145409,5397485113,"LINESTRING (100.4093528 -0.9089666, 100.4093246 -0.9088861, 100.4093005 -0.9087614, 100.4093045 -0.9086112)"
5397485421,6099145578,59.85560217,6099145578,5397485421,"LINESTRING (100.4091993 -0.9091161, 100.4091006 -0.9090081, 100.4088736 -0.9086885)"
5397485421,6095726972,106.0801529,6095726972,5397485421,"LINESTRING (100.4081959 -0.9092807, 100.4083013 -0.9091878, 100.4084742 -0.9088896, 100.4085883 -0.908756, 100.4088736 -0.9086885)"
5397500207,6082260454,19.05302252,6082260454,5397500207,"LINESTRING (100.3816965 -0.8946319, 100.3816053 -0.8946306, 100.3815269 -0.8946473)"
5397500207,10705683207,46.63751168,10705683207,5397500207,"LINESTRING (100.3811118 -0.8946151, 100.3811473 -0.8946219, 100.3811855 -0.8946379, 100.3812291 -0.894644, 100.3812969 -0.8946474, 100.3815269 -0.8946473)"
5397500214,6076522493,70.60533291,6076522493,5397500214,"LINESTRING (100.3774261 -0.8896858, 100.3772179 -0.8899125, 100.3769738 -0.8901304)"
5397500214,10703811262,42.54948741,10703811262,5397500214,"LINESTRING (100.376832 -0.889775, 100.3768645 -0.8898608, 100.3769738 -0.8901304)"
5397500217,7672938139,5.480761019,7672938139,5397500217,"LINESTRING (100.381381 -0.8897066, 100.3813405 -0.8897347)"
5397500217,6080283862,24.18169305,6080283862,5397500217,"LINESTRING (100.3811362 -0.8898093, 100.3813405 -0.8897347)"
5397501224,10705683498,4.604303739,10705683498,5397501224,"LINESTRING (100.3796956 -0.8901518, 100.3796552 -0.8901609)"
5397501224,6076780629,216.4955277,6076780629,5397501224,"LINESTRING (100.3800121 -0.8882477, 100.3799719 -0.8885668, 100.3799075 -0.8888725, 100.3798377 -0.8892078, 100.3797761 -0.8895403, 100.3797183 -0.889816, 100.3796552 -0.8901609)"
5397501224,6080283848,75.46273012,6080283848,5397501224,"LINESTRING (100.3795376 -0.8908292, 100.3795615 -0.8906667, 100.3796242 -0.8903271, 100.3796552 -0.8901609)"
5397501226,6076780640,15.80707875,6076780640,5397501226,"LINESTRING (100.3814129 -0.888957, 100.3814089 -0.8888149)"
5397501228,5397501230,137.5974607,5397501230,5397501228,"LINESTRING (100.3800594 -0.8900997, 100.3801904 -0.8893245, 100.380291 -0.8888846)"
5397501228,7720714865,177.0826373,7720714865,5397501228,"LINESTRING (100.3806122 -0.8873311, 100.3806092 -0.8873395, 100.3806055 -0.8873553, 100.3805418 -0.8877917, 100.3805352 -0.8877954, 100.3805294 -0.8878005, 100.3805247 -0.8878125, 100.3804337 -0.8881348, 100.3803959 -0.8883527, 100.380291 -0.8888846)"
5397501230,10705682960,92.76427939,10705682960,5397501230,"LINESTRING (100.3799021 -0.8909188, 100.3799678 -0.8905675, 100.3800228 -0.8903087, 100.3800349 -0.8902497, 100.3800456 -0.8901974, 100.3800594 -0.8900997)"
5397501244,6080481443,17.02751999,6080481443,5397501244,"LINESTRING (100.374863 -0.8952275, 100.3747249 -0.8952937)"
5397501244,6080481705,46.89195784,6080481705,5397501244,"LINESTRING (100.3745391 -0.8949182, 100.3745478 -0.8949443, 100.3745552 -0.8949866, 100.3745743 -0.8950329, 100.3746074 -0.8950932, 100.3747249 -0.8952937)"
5397501245,6080481443,39.65027563,6080481443,5397501245,"LINESTRING (100.374863 -0.8952275, 100.3751808 -0.8950657)"
5397501245,10718160099,38.36442269,10718160099,5397501245,"LINESTRING (100.3754951 -0.8949233, 100.3751808 -0.8950657)"
5397501245,6080481470,87.18226321,6080481470,5397501245,"LINESTRING (100.3754832 -0.8957891, 100.3751808 -0.8950657)"
5397501246,10718160099,1.34807924,10718160099,5397501246,"LINESTRING (100.3754951 -0.8949233, 100.3755061 -0.8949182)"
5397501246,5397501251,101.7102124,5397501251,5397501246,"LINESTRING (100.3763321 -0.8946245, 100.3759767 -0.8946198, 100.3759351 -0.8946433, 100.3758138 -0.8947459, 100.3756549 -0.8948384, 100.3755061 -0.8949182)"
5397501246,6080481687,43.11504646,6080481687,5397501246,"LINESTRING (100.3753472 -0.8945647, 100.3753609 -0.89459, 100.3754155 -0.8947037, 100.3755061 -0.8949182)"
5397501251,5397501254,36.17838035,5397501254,5397501251,"LINESTRING (100.3765221 -0.8944386, 100.3764753 -0.8944475, 100.3764371 -0.894442, 100.3764153 -0.8944388, 100.3763925 -0.8944448, 100.376377 -0.8944562, 100.376371 -0.8944717, 100.3763321 -0.8946245)"
5397501251,6080481467,58.50902622,6080481467,5397501251,"LINESTRING (100.3762771 -0.8951478, 100.376312 -0.8948223, 100.3763321 -0.8946245)"
5397501254,12035355316,26.40682246,12035355316,5397501254,"LINESTRING (100.3765595 -0.8946644, 100.3765672 -0.8946082, 100.3765711 -0.8945427, 100.3765418 -0.8944857, 100.3765221 -0.8944386)"
5397501257,5397501261,80.42086006,5397501261,5397501257,"LINESTRING (100.3786475 -0.8974204, 100.3783444 -0.8973074, 100.3783293 -0.8972923, 100.3783287 -0.8972705, 100.3783729 -0.8971492, 100.3783907 -0.8970892, 100.3784296 -0.8969289)"
5397506789,5397506790,35.54357092,5397506790,5397506789,"LINESTRING (100.4029779 -0.8942273, 100.4032738 -0.8943483)"
5397506789,9890962485,33.16606473,9890962485,5397506789,"LINESTRING (100.4033869 -0.8940723, 100.4032738 -0.8943483)"
5397506789,9890962483,98.82605673,9890962483,5397506789,"LINESTRING (100.4029457 -0.8951743, 100.4032738 -0.8943483)"
5397506795,6177893861,29.33048684,6177893861,5397506795,"LINESTRING (100.4017617 -0.8957706, 100.4015987 -0.8955632)"
5397506795,5397506807,101.1588848,5397506807,5397506795,"LINESTRING (100.4009897 -0.8948873, 100.4015987 -0.8955632)"
5397506795,11609598050,30.65516253,11609598050,5397506795,"LINESTRING (100.4018058 -0.8953812, 100.4015987 -0.8955632)"
5397506795,5397506796,33.96771172,5397506796,5397506795,"LINESTRING (100.4013756 -0.8957719, 100.4015987 -0.8955632)"
5397506796,5397506805,95.15652696,5397506805,5397506796,"LINESTRING (100.4008097 -0.8951299, 100.4013756 -0.8957719)"
5397506796,10232824377,30.12137587,10232824377,5397506796,"LINESTRING (100.4015654 -0.8959652, 100.4013756 -0.8957719)"
5397506796,10232824363,31.5866079,10232824363,5397506796,"LINESTRING (100.4011677 -0.8959655, 100.4013756 -0.8957719)"
5397506805,9193527338,19.34279669,9193527338,5397506805,"LINESTRING (100.4007011 -0.8952658, 100.4008097 -0.8951299)"
5397506805,6712060918,18.26388778,6712060918,5397506805,"LINESTRING (100.4009152 -0.895004, 100.4008097 -0.8951299)"
5397506807,6712060918,15.39471176,6712060918,5397506807,"LINESTRING (100.4009152 -0.895004, 100.4009897 -0.8948873)"
5397506808,7668549940,148.6635839,7668549940,5397506808,"LINESTRING (100.4069079 -0.8928568, 100.4069241 -0.892835, 100.4070069 -0.8927107, 100.4070318 -0.8926616, 100.4070355 -0.8926476, 100.4070347 -0.8926282, 100.4070276 -0.8926067, 100.4070032 -0.8925762, 100.4068952 -0.8924783, 100.4067933 -0.8923791, 100.4067254 -0.8923159, 100.4067194 -0.8923084, 100.4067175 -0.8923, 100.4067205 -0.8922879, 100.4067272 -0.892272, 100.4068429 -0.8921149, 100.4069589 -0.8919514, 100.4070593 -0.8917953)"
5397540979,9129107154,43.48701386,9129107154,5397540979,"LINESTRING (100.3705386 -0.8826754, 100.3708839 -0.8828591)"
5397540995,6076821927,25.15614623,6076821927,5397540995,"LINESTRING (100.3646027 -0.8796518, 100.3643914 -0.8797327)"
5397540995,10603457242,44.18932319,10603457242,5397540995,"LINESTRING (100.3645429 -0.8801001, 100.3643914 -0.8797327)"
5397540995,6073908363,52.74698767,6073908363,5397540995,"LINESTRING (100.3639483 -0.8799022, 100.3641583 -0.8798219, 100.3643914 -0.8797327)"
5397540996,6073908365,89.77651358,6073908365,5397540996,"LINESTRING (100.3629357 -0.8794263, 100.3632625 -0.8801646)"
5397540996,6073908364,43.4177818,6073908364,5397540996,"LINESTRING (100.3636272 -0.880025, 100.3632625 -0.8801646)"
5397540996,10690153253,84.21393078,10690153253,5397540996,"LINESTRING (100.3635389 -0.8808697, 100.3634178 -0.8805523, 100.3632625 -0.8801646)"
5397540998,6073908365,44.91302879,6073908365,5397540998,"LINESTRING (100.3629357 -0.8794263, 100.3633026 -0.8792573)"
5397540998,6073908364,92.67985939,6073908364,5397540998,"LINESTRING (100.3636272 -0.880025, 100.3633026 -0.8792573)"
5397540998,5397541000,43.14545895,5397541000,5397540998,"LINESTRING (100.3636587 -0.8791031, 100.3635567 -0.8791467, 100.3633026 -0.8792573)"
5397540998,6076925234,166.7148016,6076925234,5397540998,"LINESTRING (100.362625 -0.8779271, 100.3628299 -0.8783662, 100.3628634 -0.8784306, 100.3628942 -0.8784695, 100.3629331 -0.8785097, 100.3629687 -0.8785459, 100.3633026 -0.8792573)"
5397541000,6076821934,39.41305533,6076821934,5397541000,"LINESTRING (100.3637901 -0.8794323, 100.3636587 -0.8791031)"
5397541006,6076181270,58.92280581,6076181270,5397541006,"LINESTRING (100.3636635 -0.8754561, 100.3631827 -0.875679)"
5397541007,10600654532,57.18562668,10600654532,5397541007,"LINESTRING (100.3722056 -0.8747088, 100.3725135 -0.8746036, 100.3726944 -0.874549)"
5397541010,5397541019,46.46292521,5397541019,5397541010,"LINESTRING (100.368492 -0.8759592, 100.3685752 -0.8759271, 100.368889 -0.8758292)"
5397541011,10696361087,14.46626137,10696361087,5397541011,"LINESTRING (100.3705213 -0.8776423, 100.3704032 -0.8776969)"
5397541011,10696361089,48.21105361,10696361089,5397541011,"LINESTRING (100.3702173 -0.8773057, 100.3703524 -0.8776096, 100.3704032 -0.8776969)"
5397541013,10696375223,5.83337251,10696375223,5397541013,"LINESTRING (100.3697449 -0.876168, 100.3697259 -0.8761191)"
5397541013,6076473983,142.4979537,6076473983,5397541013,"LINESTRING (100.3709358 -0.8756963, 100.3697259 -0.8761191)"
5397541014,6076245530,5.852037353,6076245530,5397541014,"LINESTRING (100.3708255 -0.8751936, 100.3707746 -0.875207)"
5397541014,6076245529,34.49477715,6076245529,5397541014,"LINESTRING (100.3704802 -0.8753049, 100.3707746 -0.875207)"
5397541014,6076473983,57.28383719,6076473983,5397541014,"LINESTRING (100.3709358 -0.8756963, 100.3708849 -0.8755435, 100.3707746 -0.875207)"
5397541016,5397556139,62.93422843,5397556139,5397541016,"LINESTRING (100.3675908 -0.879561, 100.367393 -0.8790307)"
5397541016,6076473981,53.72718641,6076473981,5397541016,"LINESTRING (100.3678308 -0.8788262, 100.3677289 -0.8788718, 100.367393 -0.8790307)"
5397541017,6073961541,44.41690645,6073961541,5397541017,"LINESTRING (100.3690473 -0.8782567, 100.3694097 -0.8780886)"
5397541017,6076474290,137.1381296,6076474290,5397541017,"LINESTRING (100.3689227 -0.8769555, 100.369074 -0.8773136, 100.3691881 -0.8775778, 100.3694097 -0.8780886)"
5397541019,6076245536,60.24672222,6076245536,5397541019,"LINESTRING (100.3682554 -0.8754723, 100.3683104 -0.875572, 100.368419 -0.8757852, 100.368492 -0.8759592)"
5397541019,6076474290,120.6915001,6076474290,5397541019,"LINESTRING (100.3689227 -0.8769555, 100.3687544 -0.8765726, 100.368492 -0.8759592)"
5397556130,7588218835,64.6318366,7588218835,5397556130,"LINESTRING (100.3683371 -0.8800974, 100.3681654 -0.880151, 100.368024 -0.8801873, 100.367773 -0.8802348)"
5397556134,6073961514,47.09040536,6073961514,5397556134,"LINESTRING (100.3687441 -0.8799331, 100.3690164 -0.8798058, 100.369127 -0.8797521)"
5397556134,6177664130,41.17094934,6177664130,5397556134,"LINESTRING (100.3694549 -0.8795825, 100.3691807 -0.8797132, 100.3691538 -0.8797293, 100.369127 -0.8797521)"
5397556134,6073961538,60.65475997,6073961538,5397556134,"LINESTRING (100.3688904 -0.8792606, 100.3690982 -0.8796898, 100.369127 -0.8797521)"
5397556136,6177664130,3.952440736,6177664130,5397556136,"LINESTRING (100.3694549 -0.8795825, 100.3694891 -0.8795922)"
5397556136,6073961526,39.2460834,6073961526,5397556136,"LINESTRING (100.3698197 -0.8794685, 100.3694891 -0.8795922)"
5397556136,5555488357,130.2923877,5555488357,5397556136,"LINESTRING (100.3697124 -0.8807289, 100.369639 -0.880501, 100.3696286 -0.8804501, 100.3696222 -0.8804092, 100.3696192 -0.8803696, 100.3695998 -0.8799606, 100.3695957 -0.8798634, 100.3695904 -0.8798332, 100.369581 -0.8797977, 100.3695642 -0.8797628, 100.3694891 -0.8795922)"
5397556139,6073961528,139.5380715,6073961528,5397556139,"LINESTRING (100.368732 -0.87904, 100.3677892 -0.8794553, 100.3675908 -0.879561)"
5397556146,5397556147,8.300568771,5397556147,5397556146,"LINESTRING (100.3692769 -0.8868427, 100.3692494 -0.8867733)"
5397556146,5397556148,71.15907631,5397556148,5397556146,"LINESTRING (100.3686287 -0.8869148, 100.3688843 -0.8868859, 100.3689661 -0.8868692, 100.3690452 -0.8868477, 100.3691465 -0.8868102, 100.3692494 -0.8867733)"
5397593030,6095625940,78.97828839,6095625940,5397593030,"LINESTRING (100.3955301 -0.8769033, 100.3958237 -0.8764695, 100.3958881 -0.8762945)"
5397593036,6098833279,15.77631396,6098833279,5397593036,"LINESTRING (100.3915681 -0.883908, 100.3915255 -0.8839245, 100.3914899 -0.8839292, 100.3914296 -0.8839298)"
