osmid,y,x,geometry,status,ETA
348337984,-0.9534742,100.414773,POINT (100.414773 -0.9534742),intersection,61.79922885
514988460,-0.940308,100.3759434,POINT (100.3759434 -0.940308),intersection,58.07958672
610954895,-0.9066252,100.3511489,POINT (100.3511489 -0.9066252),intersection,58.24855462
610954910,-0.8880614,100.3517783,POINT (100.3517783 -0.8880614),intersection,59.38230825
610954917,-0.8786121,100.3486732,POINT (100.3486732 -0.8786121),intersection,58.36684399
610954918,-0.8692746,100.3439481,POINT (100.3439481 -0.8692746),intersection,58.37055122
610954933,-0.8391078,100.3287122,POINT (100.3287122 -0.8391078),intersection,58.41983924
610954948,-0.8062963,100.3156074,POINT (100.3156074 -0.8062963),intersection,60.11746976
610954955,-0.8276242,100.3281357,POINT (100.3281357 -0.8276242),intersection,57.68935968
610963340,-0.9323866,100.3536728,POINT (100.3536728 -0.9323866),intersection,57.16167089
610963348,-0.9251409,100.3511937,POINT (100.3511937 -0.9251409),intersection,57.05310987
610963357,-0.9099127,100.3497418,POINT (100.3497418 -0.9099127),intersection,57.23962767
610975947,-0.9578065,100.3554385,POINT (100.3554385 -0.9578065),intersection,57.0890627
610975951,-0.9512878,100.3637918,POINT (100.3637918 -0.9512878),intersection,57.49622893
610975954,-0.9346695,100.3544714,POINT (100.3544714 -0.9346695),intersection,57.17564895
610975955,-0.9430981,100.3545218,POINT (100.3545218 -0.9430981),intersection,57.14669791
610975960,-0.933104,100.3542567,POINT (100.3542567 -0.933104),intersection,57.17887234
610975969,-0.9434328,100.3758931,POINT (100.3758931 -0.9434328),intersection,58.0574829
611011080,-1.0547876,100.4135037,POINT (100.4135037 -1.0547876),intersection,59.04128126
611011092,-0.9545433,100.3638612,POINT (100.3638612 -0.9545433),intersection,57.46928657
611011107,-0.9556519,100.3685678,POINT (100.3685678 -0.9556519),intersection,57.66698722
611011173,-1.0383998,100.4113157,POINT (100.4113157 -1.0383998),intersection,58.03851052
611011178,-1.0400886,100.4123029,POINT (100.4123029 -1.0400886),intersection,58.03512666
611011212,-1.0357148,100.4108548,POINT (100.4108548 -1.0357148),intersection,58.08679942
611011422,-0.9902437,100.382296,POINT (100.382296 -0.9902437),intersection,60.05512572
611011430,-0.9770117,100.3801441,POINT (100.3801441 -0.9770117),intersection,60.08657792
611011443,-0.9731966,100.3780975,POINT (100.3780975 -0.9731966),intersection,58.85093701
611011448,-0.9755119,100.3783957,POINT (100.3783957 -0.9755119),intersection,60.0602812
611011469,-0.9569101,100.3738574,POINT (100.3738574 -0.9569101),intersection,57.88523486
611011471,-0.9571217,100.375084,POINT (100.375084 -0.9571217),intersection,57.9355117
611011480,-0.9580591,100.3773904,POINT (100.3773904 -0.9580591),intersection,58.02460842
611243585,-0.9655368,100.3568505,POINT (100.3568505 -0.9655368),intersection,57.14293773
611243588,-0.9658844,100.3547554,POINT (100.3547554 -0.9658844),intersection,57.1025618
611243594,-0.9619695,100.3625388,POINT (100.3625388 -0.9619695),intersection,57.39206791
611243595,-0.9628878,100.3630563,POINT (100.3630563 -0.9628878),intersection,57.40494641
611243597,-0.9576167,100.3614096,POINT (100.3614096 -0.9576167),intersection,57.34609226
611243602,-0.9587021,100.3622941,POINT (100.3622941 -0.9587021),intersection,57.37278474
611243608,-0.9542872,100.3589523,POINT (100.3589523 -0.9542872),intersection,57.2623773
611243615,-0.955716,100.3617757,POINT (100.3617757 -0.955716),intersection,57.37622165
611243618,-0.9547652,100.3600259,POINT (100.3600259 -0.9547652),intersection,57.30325435
611249577,-0.9608791,100.3539381,POINT (100.3539381 -0.9608791),intersection,57.03522036
611255493,-0.9638216,100.3581981,POINT (100.3581981 -0.9638216),intersection,57.21791138
611255504,-0.9591026,100.3608183,POINT (100.3608183 -0.9591026),intersection,57.30563024
611255506,-0.9595772,100.3606595,POINT (100.3606595 -0.9595772),intersection,57.30657036
611256887,-0.9429285,100.3578774,POINT (100.3578774 -0.9429285),intersection,57.29570166
611256888,-0.9426737,100.3618833,POINT (100.3618833 -0.9426737),intersection,57.4689471
611262197,-0.9559754,100.3636157,POINT (100.3636157 -0.9559754),intersection,57.45213603
611262198,-0.9550724,100.3631101,POINT (100.3631101 -0.9550724),intersection,57.43581078
611262199,-0.9546653,100.3602191,POINT (100.3602191 -0.9546653),intersection,57.31253577
611262204,-0.9514129,100.3611891,POINT (100.3611891 -0.9514129),intersection,57.38300455
701738800,-0.905542,100.345008,POINT (100.345008 -0.905542),intersection,57.99863327
701738848,-0.912014,100.3703786,POINT (100.3703786 -0.912014),intersection,59.0259328
701738876,-0.9040278,100.3507211,POINT (100.3507211 -0.9040278),intersection,58.2617634
701738906,-0.9038202,100.3511001,POINT (100.3511001 -0.9038202),intersection,58.28052483
701738945,-0.9030654,100.3525219,POINT (100.3525219 -0.9030654),intersection,58.35061743
701738974,-0.9009169,100.3554404,POINT (100.3554404 -0.9009169),intersection,58.50183477
701738981,-0.9118413,100.3639095,POINT (100.3639095 -0.9118413),intersection,58.75364749
701739010,-0.9116564,100.3643728,POINT (100.3643728 -0.9116564),intersection,58.77573021
701739036,-0.9107415,100.3666445,POINT (100.3666445 -0.9107415),intersection,58.88410799
701739067,-0.9054459,100.3623818,POINT (100.3623818 -0.9054459),intersection,58.7442402
701739081,-0.9052572,100.3627597,POINT (100.3627597 -0.9052572),intersection,58.76271207
701739098,-0.9054491,100.3629741,POINT (100.3629741 -0.9054491),intersection,58.76959393
701739110,-0.9035449,100.361394,POINT (100.361394 -0.9035449),intersection,58.72484869
701739113,-0.9029479,100.3610683,POINT (100.3610683 -0.9029479),intersection,58.71812603
701739119,-0.9028868,100.3611703,POINT (100.3611703 -0.9028868),intersection,58.72323709
701739127,-0.9013208,100.3602513,POINT (100.3602513 -0.9013208),intersection,58.70290625
701739160,-0.8994861,100.357385,POINT (100.357385 -0.8994861),intersection,59.56589957
701739161,-0.8992742,100.357733,POINT (100.357733 -0.8992742),intersection,59.56908144
701739162,-0.9009554,100.3600271,POINT (100.3600271 -0.9009554),intersection,58.69775914
701739166,-0.9005988,100.3598055,POINT (100.3598055 -0.9005988),intersection,58.69262166
701739173,-0.90021,100.3595952,POINT (100.3595952 -0.90021),intersection,58.68836714
701739179,-0.899847,100.3593815,POINT (100.3593815 -0.899847),intersection,58.68365759
701739188,-0.8994988,100.3591683,POINT (100.3591683 -0.8994988),intersection,59.62871766
701739189,-0.8991154,100.3589436,POINT (100.3589436 -0.8991154),intersection,59.62371885
701739200,-0.8982363,100.3599787,POINT (100.3599787 -0.8982363),intersection,59.66506512
701739204,-0.8987633,100.3587489,POINT (100.3587489 -0.8987633),intersection,59.60501501
701739259,-0.8960547,100.3635184,POINT (100.3635184 -0.8960547),intersection,59.83464107
701739273,-0.896003,100.3640536,POINT (100.3640536 -0.896003),intersection,59.85854965
701739305,-0.9115532,100.3722471,POINT (100.3722471 -0.9115532),intersection,59.10764412
701739306,-0.9116422,100.3719274,POINT (100.3719274 -0.9116422),intersection,59.09286433
701739322,-0.9093269,100.374995,POINT (100.374995 -0.9093269),intersection,59.25588987
701739334,-0.9075237,100.3721492,POINT (100.3721492 -0.9075237),intersection,59.15862113
701739340,-0.9067768,100.3715162,POINT (100.3715162 -0.9067768),intersection,59.14034318
701739344,-0.9067819,100.3722219,POINT (100.3722219 -0.9067819),intersection,59.17057048
701739349,-0.9065381,100.3718944,POINT (100.3718944 -0.9065381),intersection,59.15942033
701739403,-0.9092106,100.3785389,POINT (100.3785389 -0.9092106),intersection,59.40947077
701739412,-0.9082741,100.3774466,POINT (100.3774466 -0.9082741),intersection,59.37361129
701739416,-0.9090135,100.3782244,POINT (100.3782244 -0.9090135),intersection,59.39828562
701739430,-0.9068531,100.376719,POINT (100.376719 -0.9068531),intersection,59.36276506
701739432,-0.9060819,100.3723914,POINT (100.3723914 -0.9060819),intersection,59.18619128
701739439,-0.9052271,100.3723334,POINT (100.3723334 -0.9052271),intersection,59.19391478
701739440,-0.9052764,100.3724656,POINT (100.3724656 -0.9052764),intersection,59.19899753
701739460,-0.9054048,100.3727623,POINT (100.3727623 -0.9054048),intersection,59.21019353
701739477,-0.9049096,100.3723326,POINT (100.3723326 -0.9049096),intersection,59.20558942
701739507,-0.9052601,100.3751606,POINT (100.3751606 -0.9052601),intersection,59.31483691
701768156,-0.9081338,100.3636952,POINT (100.3636952 -0.9081338),intersection,58.79636993
701768161,-0.9080101,100.3636865,POINT (100.3636865 -0.9080101),intersection,58.79747458
701768187,-0.9075163,100.3660753,POINT (100.3660753 -0.9075163),intersection,58.9058936
701768188,-0.9075383,100.3657997,POINT (100.3657997 -0.9075383),intersection,58.89380283
701768191,-0.9080074,100.3660097,POINT (100.3660097 -0.9080074),intersection,58.8972155
701768197,-0.9059343,100.3614174,POINT (100.3614174 -0.9059343),intersection,58.69701873
701768198,-0.9063528,100.3617718,POINT (100.3617718 -0.9063528),intersection,58.70718232
701768211,-0.9056736,100.3619378,POINT (100.3619378 -0.9056736),intersection,58.72246549
701768215,-0.9058655,100.3655231,POINT (100.3655231 -0.9058655),intersection,58.87388315
701768219,-0.9056168,100.3654975,POINT (100.3654975 -0.9056168),intersection,58.87576976
701768230,-0.9039089,100.3634911,POINT (100.3634911 -0.9039089),intersection,58.81031905
701768232,-0.9045502,100.3654173,POINT (100.3654173 -0.9045502),intersection,58.88515257
701768240,-0.9023371,100.3634176,POINT (100.3634176 -0.9023371),intersection,58.82618744
701768241,-0.903053,100.3654682,POINT (100.3654682 -0.903053),intersection,58.90539183
701768249,-0.9012736,100.3633703,POINT (100.3633703 -0.9012736),intersection,58.83707324
701768273,-0.9034439,100.3680917,POINT (100.3680917 -0.9034439),intersection,59.01312197
701768286,-0.9004938,100.363318,POINT (100.363318 -0.9004938),intersection,58.84432357
701768289,-0.9001593,100.363305,POINT (100.363305 -0.9001593),intersection,58.84784371
701768295,-0.9001666,100.3638461,POINT (100.3638461 -0.9001666),intersection,58.870928
701768328,-0.9044373,100.3704114,POINT (100.3704114 -0.9044373),intersection,59.10063175
701768355,-0.9019105,100.3724751,POINT (100.3724751 -0.9019105),intersection,59.21949945
701768361,-0.9015578,100.3726467,POINT (100.3726467 -0.9015578),intersection,59.23110925
701768369,-0.9011663,100.3730397,POINT (100.3730397 -0.9011663),intersection,59.25267937
701768378,-0.9021759,100.3977043,POINT (100.3977043 -0.9021759),intersection,60.31562442
701768388,-0.9010689,100.4006014,POINT (100.4006014 -0.9010689),intersection,60.45312646
701768394,-0.9009677,100.4010111,POINT (100.4010111 -0.9009677),intersection,60.47191612
701768398,-0.9010647,100.4012913,POINT (100.4012913 -0.9010647),intersection,60.48279808
701768401,-0.9014774,100.4020592,POINT (100.4020592 -0.9014774),intersection,60.50311533
701768403,-0.9014984,100.402131,POINT (100.402131 -0.9014984),intersection,60.50594999
701768432,-0.9038187,100.4068503,POINT (100.4068503 -0.9038187),intersection,60.68135828
701768439,-0.90393,100.4079017,POINT (100.4079017 -0.90393),intersection,60.72523334
701768498,-0.9005756,100.3728412,POINT (100.3728412 -0.9005756),intersection,59.25131196
701768519,-0.896875,100.3757323,POINT (100.3757323 -0.896875),intersection,60.36720884
701768528,-0.8968565,100.3757581,POINT (100.3757581 -0.8968565),intersection,60.36856044
701768532,-0.8962552,100.3768832,POINT (100.3768832 -0.8962552),intersection,60.42495933
701768536,-0.8971053,100.3799041,POINT (100.3799041 -0.8971053),intersection,60.54590576
701768539,-0.8969611,100.3810387,POINT (100.3810387 -0.8969611),intersection,60.59706619
701768548,-0.8983749,100.3832519,POINT (100.3832519 -0.8983749),intersection,59.72407048
701768562,-0.8983501,100.3853906,POINT (100.3853906 -0.8983501),intersection,59.81603832
701768594,-0.895605,100.3859861,POINT (100.3859861 -0.895605),intersection,60.81734728
701768630,-0.8951611,100.3862756,POINT (100.3862756 -0.8951611),intersection,60.835419
701768655,-0.8942028,100.3898544,POINT (100.3898544 -0.8942028),intersection,61.00296762
701768662,-0.894556,100.389522,POINT (100.389522 -0.894556),intersection,60.98414764
701768695,-0.892426,100.3907329,POINT (100.3907329 -0.892426),intersection,61.06314912
701768714,-0.8918548,100.391838,POINT (100.391838 -0.8918548),intersection,61.11829572
701768715,-0.8997167,100.3931138,POINT (100.3931138 -0.8997167),intersection,60.13080325
701768727,-0.900498,100.3988912,POINT (100.3988912 -0.900498),intersection,60.38647778
701768734,-0.9007995,100.3996559,POINT (100.3996559 -0.9007995),intersection,60.41572659
701768867,-0.8931351,100.412081,POINT (100.412081 -0.8931351),intersection,61.98372012
701768883,-0.8940003,100.4125963,POINT (100.4125963 -0.8940003),intersection,61.99564664
701768930,-0.8895311,100.4007934,POINT (100.4007934 -0.8895311),intersection,61.53663309
701768947,-0.8894351,100.403928,POINT (100.403928 -0.8894351),intersection,61.67418709
701768982,-0.8872477,100.4052252,POINT (100.4052252 -0.8872477),intersection,61.72728947
705460997,-0.8965052,100.3729807,POINT (100.3729807 -0.8965052),intersection,60.25208456
705460998,-0.859621,100.3501387,POINT (100.3501387 -0.859621),intersection,58.80847198
705461001,-0.8892159,100.3692429,POINT (100.3692429 -0.8892159),intersection,60.13980444
705461016,-0.8410252,100.3793713,POINT (100.3793713 -0.8410252),intersection,60.29924336
705461042,-0.8506079,100.3616993,POINT (100.3616993 -0.8506079),intersection,59.41893778
705461074,-0.8490378,100.3823729,POINT (100.3823729 -0.8490378),intersection,60.21876116
705461084,-0.8894799,100.3610348,POINT (100.3610348 -0.8894799),intersection,59.77434742
705461085,-0.9017313,100.3645498,POINT (100.3645498 -0.9017313),intersection,58.88204284
705461097,-0.8985005,100.3737411,POINT (100.3737411 -0.8985005),intersection,59.31502806
705461110,-0.8883131,100.3603619,POINT (100.3603619 -0.8883131),intersection,59.75403665
705461115,-0.852568,100.3861365,POINT (100.3861365 -0.852568),intersection,60.33058641
705461120,-0.8553864,100.3537908,POINT (100.3537908 -0.8553864),intersection,59.01843353
705461132,-0.8641005,100.3918835,POINT (100.3918835 -0.8641005),intersection,60.38379791
705461139,-0.8887513,100.3696123,POINT (100.3696123 -0.8887513),intersection,60.15568828
705461146,-0.8484261,100.3646675,POINT (100.3646675 -0.8484261),intersection,59.574636
705461173,-0.8704144,100.3909368,POINT (100.3909368 -0.8704144),intersection,60.25685716
705461186,-0.8849791,100.3595864,POINT (100.3595864 -0.8849791),intersection,59.75858354
705461194,-0.8885011,100.3599733,POINT (100.3599733 -0.8885011),intersection,59.73478739
705461227,-0.8583169,100.3899418,POINT (100.3899418 -0.8583169),intersection,60.38469136
705461242,-0.8517001,100.3847837,POINT (100.3847837 -0.8517001),intersection,60.28491844
705461248,-0.8563867,100.3533939,POINT (100.3533939 -0.8563867),intersection,58.99048218
705461284,-0.8857103,100.359838,POINT (100.359838 -0.8857103),intersection,59.76174486
705461286,-0.8649223,100.3519534,POINT (100.3519534 -0.8649223),intersection,58.76842309
705461321,-0.8766035,100.3906947,POINT (100.3906947 -0.8766035),intersection,61.21232606
705461330,-0.8424491,100.3824904,POINT (100.3824904 -0.8424491),intersection,60.41161933
705461342,-0.8477578,100.3655635,POINT (100.3655635 -0.8477578),intersection,59.62177833
705461348,-0.8776676,100.3929594,POINT (100.3929594 -0.8776676),intersection,61.30026562
705461353,-0.8877395,100.3932226,POINT (100.3932226 -0.8877395),intersection,61.19956906
705461364,-0.8844521,100.3594269,POINT (100.3594269 -0.8844521),intersection,59.75677168
705461390,-0.835913,100.3939059,POINT (100.3939059 -0.835913),intersection,60.98511158
705461405,-0.8718412,100.3907504,POINT (100.3907504 -0.8718412),intersection,60.23065797
705461416,-0.853299,100.386801,POINT (100.386801 -0.853299),intersection,60.34895737
705461482,-0.8912098,100.3933648,POINT (100.3933648 -0.8912098),intersection,61.19270167
705461489,-0.8215231,100.4055347,POINT (100.4055347 -0.8215231),intersection,61.67817943
705461495,-0.9026676,100.3651414,POINT (100.3651414 -0.9026676),intersection,58.89604707
705461509,-0.848813,100.3641307,POINT (100.3641307 -0.848813),intersection,59.54658026
705461565,-0.8500547,100.3624865,POINT (100.3624865 -0.8500547),intersection,59.45987687
705461569,-0.8693624,100.3910125,POINT (100.3910125 -0.8693624),intersection,60.27358531
705461578,-0.8849159,100.3598727,POINT (100.3598727 -0.8849159),intersection,59.7717998
705461587,-0.8550833,100.3549898,POINT (100.3549898 -0.8550833),intersection,59.07338609
705461602,-0.8635575,100.3511267,POINT (100.3511267 -0.8635575),intersection,58.75164067
705461612,-0.8689474,100.3909951,POINT (100.3909951 -0.8689474),intersection,60.27818364
705461619,-0.8695971,100.3541368,POINT (100.3541368 -0.8695971),intersection,58.74669845
705461620,-0.8822429,100.3588079,POINT (100.3588079 -0.8822429),intersection,59.75332163
705461648,-0.8540079,100.3872217,POINT (100.3872217 -0.8540079),intersection,60.357313
705461653,-0.8509024,100.3834145,POINT (100.3834145 -0.8509024),intersection,60.23765893
705461683,-0.8603822,100.3496789,POINT (100.3496789 -0.8603822),intersection,58.77864959
705461691,-0.8389875,100.3806909,POINT (100.3806909 -0.8389875),intersection,60.38333463
705461702,-0.8609516,100.3913522,POINT (100.3913522 -0.8609516),intersection,60.40989156
705461706,-0.8549983,100.387468,POINT (100.387468 -0.8549983),intersection,60.33581337
705461723,-0.8626008,100.3491545,POINT (100.3491545 -0.8626008),intersection,58.71280678
705461724,-0.8408124,100.3807777,POINT (100.3807777 -0.8408124),intersection,60.36170823
705461809,-0.8630636,100.3488564,POINT (100.3488564 -0.8630636),intersection,58.69392153
706925979,-0.9446015,100.3562293,POINT (100.3562293 -0.9446015),intersection,57.21624792
706925984,-0.9313892,100.3579796,POINT (100.3579796 -0.9313892),intersection,57.35540694
706925990,-0.9101686,100.3618497,POINT (100.3618497 -0.9101686),intersection,58.6928944
706926017,-0.9306776,100.3571197,POINT (100.3571197 -0.9306776),intersection,57.30266509
706926022,-0.9316763,100.3579969,POINT (100.3579969 -0.9316763),intersection,57.35296064
706926031,-0.9066485,100.3634202,POINT (100.3634202 -0.9066485),intersection,58.77431621
706926033,-0.9539038,100.3575278,POINT (100.3575278 -0.9539038),intersection,57.20578226
706926045,-0.9432352,100.3515943,POINT (100.3515943 -0.9432352),intersection,57.0206525
706926093,-0.907922,100.3620355,POINT (100.3620355 -0.907922),intersection,57.72399639
706926123,-0.9421729,100.351575,POINT (100.351575 -0.9421729),intersection,57.02265716
706926128,-0.9119635,100.3614063,POINT (100.3614063 -0.9119635),intersection,58.64471015
706926143,-0.9263396,100.359097,POINT (100.359097 -0.9263396),intersection,57.39383868
706926156,-0.9185569,100.3631745,POINT (100.3631745 -0.9185569),intersection,58.6322774
706926164,-0.9313726,100.3511996,POINT (100.3511996 -0.9313726),intersection,57.06187263
706926167,-0.94301,100.3559981,POINT (100.3559981 -0.94301),intersection,57.21484135
706926169,-0.9908512,100.3646404,POINT (100.3646404 -0.9908512),intersection,57.08388309
706926182,-0.9074362,100.3618284,POINT (100.3618284 -0.9074362),intersection,57.7209804
706926204,-0.9313579,100.3522049,POINT (100.3522049 -0.9313579),intersection,57.10466022
706926208,-0.9213665,100.3613818,POINT (100.3613818 -0.9213665),intersection,58.53027921
706926210,-0.9070708,100.3625881,POINT (100.3625881 -0.9070708),intersection,57.75732397
706926218,-0.9344366,100.3579583,POINT (100.3579583 -0.9344366),intersection,57.32620662
706926224,-0.9189766,100.3632765,POINT (100.3632765 -0.9189766),intersection,58.63178897
706926226,-0.9792288,100.3626636,POINT (100.3626636 -0.9792288),intersection,58.12309121
706926242,-0.9344217,100.3582428,POINT (100.3582428 -0.9344217),intersection,57.33844634
706926257,-0.9353385,100.3579917,POINT (100.3579917 -0.9353385),intersection,57.32230478
706926264,-0.9193632,100.3635154,POINT (100.3635154 -0.9193632),intersection,58.64454143
706926294,-0.9466254,100.3565145,POINT (100.3565145 -0.9466254),intersection,57.22080435
706926298,-0.9407124,100.3565551,POINT (100.3565551 -0.9407124),intersection,57.23604822
706926301,-0.9133407,100.3611186,POINT (100.3611186 -0.9133407),intersection,58.61255547
706926303,-0.9308258,100.3562537,POINT (100.3562537 -0.9308258),intersection,57.28225631
706926362,-0.9470605,100.3565787,POINT (100.3565787 -0.9470605),intersection,57.22748193
706926368,-0.9159678,100.3628826,POINT (100.3628826 -0.9159678),intersection,58.64992446
706926425,-0.9164643,100.3613272,POINT (100.3613272 -0.9164643),intersection,58.57727995
706926503,-0.9845154,100.3598084,POINT (100.3598084 -0.9845154),intersection,58.02984078
706926510,-0.9203668,100.3630124,POINT (100.3630124 -0.9203668),intersection,58.61197183
706926527,-0.959797,100.3580576,POINT (100.3580576 -0.959797),intersection,57.1931092
706926551,-0.9868794,100.359856,POINT (100.359856 -0.9868794),intersection,57.04145127
706926559,-0.9613531,100.3583478,POINT (100.3583478 -0.9613531),intersection,57.2190061
706926573,-0.9215786,100.3636942,POINT (100.3636942 -0.9215786),intersection,58.62731339
706926582,-0.9314431,100.361262,POINT (100.361262 -0.9314431),intersection,57.49443114
706926608,-0.9484376,100.3567823,POINT (100.3567823 -0.9484376),intersection,57.22680585
706926611,-0.9089913,100.3623725,POINT (100.3623725 -0.9089913),intersection,58.72936334
706926622,-0.95584,100.3577858,POINT (100.3577858 -0.95584),intersection,57.2005451
706926639,-0.9395436,100.3568644,POINT (100.3568644 -0.9395436),intersection,57.25312008
706926640,-0.9210725,100.3634233,POINT (100.3634233 -0.9210725),intersection,58.6214944
706926674,-0.9485985,100.3568056,POINT (100.3568056 -0.9485985),intersection,57.2260984
706926687,-0.9516352,100.3572062,POINT (100.3572062 -0.9516352),intersection,57.21077107
706926701,-0.9164737,100.3623886,POINT (100.3623886 -0.9164737),intersection,58.62277917
706926704,-0.9465137,100.3565002,POINT (100.3565002 -0.9465137),intersection,57.22138266
706926708,-0.9397985,100.3568059,POINT (100.3568059 -0.9397985),intersection,57.24787113
706926710,-0.9195948,100.3625683,POINT (100.3625683 -0.9195948),intersection,58.60112716
706926750,-0.9313732,100.3599837,POINT (100.3599837 -0.9313732),intersection,57.44097411
706926789,-0.9934102,100.3639303,POINT (100.3639303 -0.9934102),intersection,57.01408254
706926851,-0.9722005,100.3591217,POINT (100.3591217 -0.9722005),intersection,58.08102034
706926867,-0.96527,100.3598811,POINT (100.3598811 -0.96527),intersection,57.27541988
706926868,-0.943928,100.3561488,POINT (100.3561488 -0.943928),intersection,57.21140608
706926883,-0.9100115,100.3626634,POINT (100.3626634 -0.9100115),intersection,58.72184974
706926911,-0.9308295,100.3571151,POINT (100.3571151 -0.9308295),intersection,57.31874335
706926921,-0.9098939,100.3638167,POINT (100.3638167 -0.9098939),intersection,58.77275472
706926941,-0.9457271,100.3563924,POINT (100.3563924 -0.9457271),intersection,57.22516479
706926945,-0.9409867,100.3515224,POINT (100.3515224 -0.9409867),intersection,57.01909885
706926959,-0.9308344,100.3612874,POINT (100.3612874 -0.9308344),intersection,57.50186506
706926960,-0.9101756,100.3615306,POINT (100.3615306 -0.9101756),intersection,58.67911218
706926991,-0.909983,100.3632972,POINT (100.3632972 -0.909983),intersection,58.749395
706927009,-0.9474517,100.3566325,POINT (100.3566325 -0.9474517),intersection,57.2309203
706927016,-0.9119853,100.3610225,POINT (100.3610225 -0.9119853),intersection,58.62797206
746120710,-0.8965736,100.3662708,POINT (100.3662708 -0.8965736),intersection,59.95940779
746120722,-0.8823502,100.3603152,POINT (100.3603152 -0.8823502),intersection,59.81894936
746120736,-0.8966058,100.3660961,POINT (100.3660961 -0.8966058),intersection,59.95140956
746120746,-0.81571,100.4007402,POINT (100.4007402 -0.81571),intersection,61.60239833
746120749,-0.8367562,100.3797602,POINT (100.3797602 -0.8367562),intersection,60.37505226
746120754,-0.8826738,100.358902,POINT (100.358902 -0.8826738),intersection,59.75357607
746120767,-0.8961212,100.3654051,POINT (100.3654051 -0.8961212),intersection,59.91581676
746120777,-0.8968875,100.3642465,POINT (100.3642465 -0.8968875),intersection,59.86746972
746120788,-0.8342515,100.3892999,POINT (100.3892999 -0.8342515),intersection,60.81336973
746120886,-0.830703,100.3936703,POINT (100.3936703 -0.830703),intersection,61.04773038
746120890,-0.834045,100.3896794,POINT (100.3896794 -0.834045),intersection,60.83229722
746120894,-0.8944464,100.363328,POINT (100.363328 -0.8944464),intersection,59.84653413
746120905,-0.8949232,100.3645461,POINT (100.3645461 -0.8949232),intersection,59.89347775
746120926,-0.895775,100.365089,POINT (100.365089 -0.895775),intersection,59.9064047
746120947,-0.8339672,100.3901649,POINT (100.3901649 -0.8339672),intersection,60.85391179
746120962,-0.8968931,100.3643693,POINT (100.3643693 -0.8968931),intersection,59.87273931
746120981,-0.8831233,100.3603394,POINT (100.3603394 -0.8831233),intersection,59.81173411
835033686,-0.8984854,100.3695639,POINT (100.3695639 -0.8984854),intersection,60.07888321
835033702,-0.9205553,100.365914,POINT (100.365914 -0.9205553),intersection,58.73461081
835033711,-0.8560499,100.3814049,POINT (100.3814049 -0.8560499),intersection,60.08340818
835033712,-0.8714703,100.3867166,POINT (100.3867166 -0.8714703),intersection,60.06383145
835033717,-0.8607602,100.3815827,POINT (100.3815827 -0.8607602),intersection,59.99780579
835033722,-0.926275,100.3638423,POINT (100.3638423 -0.926275),intersection,57.59545522
835033739,-0.9165187,100.3685222,POINT (100.3685222 -0.9165187),intersection,58.88587229
835033746,-0.917516,100.368202,POINT (100.368202 -0.917516),intersection,58.8605142
835033753,-0.8208834,100.418939,POINT (100.418939 -0.8208834),intersection,62.25330621
835033760,-0.9189395,100.3694293,POINT (100.3694293 -0.9189395),intersection,58.90448566
835033763,-0.8785308,100.3796824,POINT (100.3796824 -0.8785308),intersection,60.70871877
835033769,-0.848514,100.380663,POINT (100.380663 -0.848514),intersection,60.25116903
835033776,-0.8540272,100.381614,POINT (100.381614 -0.8540272),intersection,60.11934195
835033780,-0.9249139,100.3676396,POINT (100.3676396 -0.9249139),intersection,57.77145291
835033796,-0.8622076,100.3825152,POINT (100.3825152 -0.8622076),intersection,60.01829939
835033797,-0.8750688,100.3828479,POINT (100.3828479 -0.8750688),intersection,59.85321703
835033809,-0.845028,100.3814071,POINT (100.3814071 -0.845028),intersection,60.33030948
835033814,-0.8706737,100.3894269,POINT (100.3894269 -0.8706737),intersection,60.18931647
835033823,-0.8365124,100.3957956,POINT (100.3957956 -0.8365124),intersection,61.05679397
835033832,-0.9254041,100.3645285,POINT (100.3645285 -0.9254041),intersection,57.63425345
835033835,-0.8836388,100.3739034,POINT (100.3739034 -0.8836388),intersection,60.40084263
835033842,-0.9015773,100.3704718,POINT (100.3704718 -0.9015773),intersection,59.13766085
835033847,-0.8874337,100.3715806,POINT (100.3715806 -0.8874337),intersection,60.25173644
835033855,-0.9247987,100.3675975,POINT (100.3675975 -0.9247987),intersection,57.75092146
835033858,-0.8831836,100.3754383,POINT (100.3754383 -0.8831836),intersection,60.47021258
835033861,-0.9152955,100.369228,POINT (100.369228 -0.9152955),intersection,58.93046483
835033864,-0.8587771,100.3813403,POINT (100.3813403 -0.8587771),intersection,60.02572919
835033865,-0.8741989,100.3847738,POINT (100.3847738 -0.8741989),intersection,59.94626376
835034076,-0.9128174,100.4523359,POINT (100.4523359 -0.9128174),intersection,61.47284426
835034089,-0.9259683,100.4369073,POINT (100.4369073 -0.9259683),intersection,63.07228171
835034093,-0.8813373,100.4695334,POINT (100.4695334 -0.8813373),intersection,64.59835959
835034099,-0.9240282,100.4346316,POINT (100.4346316 -0.9240282),intersection,60.62179054
835034101,-0.9114037,100.4536481,POINT (100.4536481 -0.9114037),intersection,61.54389249
835034104,-0.9260318,100.4036989,POINT (100.4036989 -0.9260318),intersection,59.28730042
835034168,-0.929747,100.4154628,POINT (100.4154628 -0.929747),intersection,59.83555467
835034173,-0.914872,100.4519114,POINT (100.4519114 -0.914872),intersection,61.43252873
835034182,-0.9233145,100.4343067,POINT (100.4343067 -0.9233145),intersection,60.61563547
