Processing edge (6079968069 -> 6079968620): alt=12.26, rst=34.20
Processing edge (1638253154 -> 1638253371): alt=12.81, rst=33.11
Processing edge (1638253371 -> 5395115529): alt=12.54, rst=33.38
Processing edge (1638253371 -> 6082571487): alt=14.70, rst=33.10
Processing edge (1610693319 -> 1610693295): alt=14.17, rst=inf
Processing edge (10698584468 -> 1643334971): alt=12.42, rst=35.51
Processing edge (1438796506 -> 1438856601): alt=13.23, rst=33.12
Processing edge (1438796506 -> 1438796538): alt=12.74, rst=32.63
Processing edge (1641542401 -> 1605653973): alt=12.48, rst=inf
Processing edge (1641542401 -> 1641542611): alt=13.43, rst=inf
Processing edge (12241886738 -> 6079835581): alt=13.41, rst=31.57
Processing edge (6082568274 -> 5395115531): alt=12.43, rst=33.55
Processing edge (6082568274 -> 6079952652): alt=12.23, rst=33.81
Processing edge (1638253171 -> 1638253125): alt=12.42, rst=32.46
Processing edge (1438796497 -> 1438796513): alt=12.76, rst=31.67
Processing edge (1438796497 -> 6079758488): alt=12.88, rst=31.84
Processing edge (1610690919 -> 1610691463): alt=12.76, rst=inf
Processing edge (1438785965 -> 1438785972): alt=12.73, rst=31.98
Processing edge (1605632745 -> 1587365676): alt=12.97, rst=32.77
Processing edge (1605632745 -> 1605633216): alt=12.75, rst=32.70
Processing edge (1610690551 -> 1618106565): alt=13.32, rst=inf
Processing edge (1610690551 -> 12596116684): alt=13.88, rst=inf
Processing edge (1438785972 -> 6080214344): alt=12.55, rst=31.94
Processing edge (1638253125 -> 1638230691): alt=12.91, rst=32.41
Processing edge (1585723647 -> 1585723641): alt=14.50, rst=31.44
Processing edge (1585723647 -> 1585723671): alt=12.40, rst=32.35
Processing edge (1587365607 -> 1587365458): alt=14.09, rst=33.33
Processing edge (1587365607 -> 1587365676): alt=12.34, rst=32.77
Processing edge (1585723641 -> 1575904440): alt=13.16, rst=31.08
Processing edge (6079968066 -> 6079968064): alt=13.01, rst=35.04
Processing edge (6079968066 -> 6079968801): alt=12.88, rst=34.65
Processing edge (1587365500 -> 1587365407): alt=12.99, rst=33.14
Processing edge (6079952652 -> 6079968065): alt=12.99, rst=33.96
Processing edge (6079968620 -> 6079968801): alt=14.01, rst=34.65
Processing edge (6079968620 -> 6113713041): alt=12.91, rst=34.00
Processing edge (5395115531 -> 1449601816): alt=13.22, rst=33.96
Processing edge (5395115531 -> 5395115529): alt=13.59, rst=33.38
Processing edge (1587365676 -> 1605633157): alt=13.12, rst=32.85
Processing edge (1585723671 -> 1585723644): alt=15.66, rst=33.82
Processing edge (1585723671 -> 1585723677): alt=13.07, rst=32.20
Processing edge (1643334971 -> 1643334970): alt=13.71, rst=36.01
Processing edge (1605653973 -> 1605653969): alt=14.94, rst=inf
Processing edge (1605653973 -> 1605653991): alt=13.35, rst=inf
Processing edge (5395115529 -> 6082568279): alt=15.77, rst=33.83
Processing edge (6080214344 -> 1638203091): alt=17.33, rst=32.88
Processing edge (6080465161 -> 1387990350): alt=13.65, rst=33.10
Processing edge (6080465161 -> 6080465164): alt=14.56, rst=33.30
Processing edge (1438796538 -> 1438796504): alt=15.13, rst=32.92
Processing edge (1438796538 -> 1644268067): alt=15.34, rst=33.46
Processing edge (1605633216 -> 1605633157): alt=13.72, rst=32.85
Processing edge (1605633216 -> 7722899487): alt=12.99, rst=32.72
Processing edge (1610691463 -> 1610692710): alt=13.47, rst=inf
Processing edge (1438796513 -> 1438796518): alt=13.47, rst=31.80
Processing edge (1438796513 -> 6079835581): alt=13.63, rst=31.57
Processing edge (6079758488 -> 1438796515): alt=14.03, rst=32.02
Processing edge (6079758488 -> 1438796518): alt=13.49, rst=31.80
Processing edge (6079968801 -> 6079969123): alt=13.58, rst=34.87
Processing edge (6113713041 -> 6079968065): alt=13.47, rst=33.96
Processing edge (6113713041 -> 6079969123): alt=14.66, rst=34.87
Processing edge (6079968065 -> 1449601823): alt=13.49, rst=34.38
Processing edge (7722899487 -> 1605633802): alt=13.51, rst=32.98
Processing edge (7722899487 -> 6080311649): alt=14.41, rst=32.88
Processing edge (1587365407 -> 1587365345): alt=13.78, rst=33.38
Processing edge (6079968064 -> 1437944764): alt=13.78, rst=35.24
Processing edge (6079968064 -> 6079968913): alt=15.00, rst=35.71
Processing edge (1585723677 -> 1585723676): alt=14.02, rst=34.20
Processing edge (1585723677 -> 1585723717): alt=13.98, rst=34.62
Processing edge (1585723677 -> 8660917297): alt=15.35, rst=31.21
Processing edge (1605633157 -> 1605633701): alt=13.87, rst=34.11
Processing edge (1605633157 -> 12241647424): alt=15.40, rst=33.44
Processing edge (1575904440 -> 1575904443): alt=13.61, rst=31.21
Processing edge (1575904440 -> 6116349412): alt=13.97, rst=31.20
Processing edge (1449601816 -> 1449601754): alt=17.71, rst=34.18
Processing edge (1449601816 -> 1449601814): alt=14.01, rst=34.22
Processing edge (1438856601 -> 1359203652): alt=14.34, rst=33.49
Processing edge (1438856601 -> 6080465164): alt=14.45, rst=33.30
Processing edge (6080311648 -> 6080311652): alt=13.89, rst=33.34
Processing edge (6080311648 -> 6080311649): alt=14.05, rst=32.88
Processing edge (1618106565 -> 1618106517): alt=14.56, rst=inf
Processing edge (1618106565 -> 7710119936): alt=15.33, rst=inf
Processing edge (1605653991 -> 1605653990): alt=15.83, rst=inf
Processing edge (1605653991 -> 1605654000): alt=14.09, rst=inf
Processing edge (6079835581 -> 1638203039): alt=14.43, rst=31.76
Processing edge (1610692710 -> 1610693295): alt=14.27, rst=inf
Processing edge (1438796518 -> 1638203004): alt=13.92, rst=31.81
Processing edge (1605654018 -> 1563086910): alt=14.86, rst=inf
Processing edge (1605654018 -> 1605654017): alt=14.23, rst=inf
Processing edge (1449601823 -> 1449601814): alt=14.11, rst=34.22
Processing edge (1449601823 -> 6079948358): alt=14.87, rst=34.93
Processing edge (1605633802 -> 1605633701): alt=14.47, rst=34.11
Processing edge (1605633802 -> 12241886737): alt=13.60, rst=32.98
Processing edge (6079969123 -> 6079948358): alt=14.56, rst=34.93
Processing edge (12241886737 -> 1605634273): alt=14.35, rst=33.39
Processing edge (12241886737 -> 7722899490): alt=13.99, rst=32.90
Processing edge (1575904443 -> 8660917297): alt=15.23, rst=31.21
Processing edge (1575904443 -> 8301086064): alt=20.65, rst=31.04
Processing edge (1575904443 -> 6095268159): alt=18.35, rst=31.58
Processing edge (1387990350 -> 6082571487): alt=13.76, rst=33.10
Processing edge (1643334970 -> 3842054739): alt=14.81, rst=35.62
Processing edge (6082571487 -> 6082568279): alt=14.70, rst=33.83
Processing edge (1437944764 -> 6079968241): alt=16.42, rst=36.09
Processing edge (1437944764 -> 3842054739): alt=14.95, rst=35.62
Processing edge (1587365345 -> 1563086910): alt=14.57, rst=inf
Processing edge (1605633701 -> 6080311624): alt=14.55, rst=34.27
Processing edge (12596116684 -> 1605653963): alt=15.00, rst=inf
Processing edge (12596116684 -> 12596116683): alt=15.19, rst=inf
Processing edge (6080311652 -> 1605634273): alt=14.35, rst=33.39
Processing edge (6080311652 -> 7722899490): alt=14.63, rst=32.90
Processing edge (1638203004 -> 1638203085): alt=14.25, rst=31.86
Processing edge (1638203004 -> 1638203039): alt=14.60, rst=31.76
Processing edge (1585723717 -> 1585723698): alt=14.99, rst=33.74
Processing edge (1585723717 -> 1585723796): alt=15.15, rst=32.44
Processing edge (7722899490 -> 6080311649): alt=14.55, rst=32.88
Processing edge (1449601814 -> 1438857915): alt=18.41, rst=34.47
Processing edge (1449601814 -> 1449601809): alt=14.86, rst=34.55
Processing edge (1585723676 -> 1585723698): alt=14.77, rst=33.74
Processing edge (1585723676 -> 6095267899): alt=15.23, rst=33.72
Processing edge (1438796515 -> 1438785996): alt=15.69, rst=32.14
Processing edge (1438796515 -> 1638203201): alt=17.52, rst=32.75
Processing edge (1587365458 -> 12241647424): alt=14.52, rst=33.44
Processing edge (1587365458 -> 5395115543): alt=15.46, rst=inf
Processing edge (1605654000 -> 1605653998): alt=16.49, rst=inf
Processing edge (1605654000 -> 1605654013): alt=14.84, rst=inf
Processing edge (1610693295 -> 1605653969): alt=14.97, rst=inf
Processing edge (1605654017 -> 1605654016): alt=15.07, rst=inf
Processing edge (1605654017 -> 6093224520): alt=14.94, rst=inf
Processing edge (1359203652 -> 1625699105): alt=14.83, rst=33.61
Processing edge (1359203652 -> 1438817606): alt=15.40, rst=33.44
Processing edge (1359203652 -> 1625699101): alt=15.08, rst=33.70
Processing edge (1605634273 -> 1587366149): alt=15.27, rst=34.23
Processing edge (1638203039 -> 1438785996): alt=16.04, rst=32.14
Processing edge (6080465164 -> 1438856611): alt=16.92, rst=34.71
Processing edge (12241647424 -> 7722889565): alt=15.22, rst=33.59
Processing edge (6080311624 -> 1587366149): alt=14.70, rst=34.23
Processing edge (6080311624 -> 6080311623): alt=14.84, rst=34.27
Processing edge (6079948358 -> 1449601790): alt=15.19, rst=34.70
Processing edge (1618106517 -> 1618106516): alt=14.82, rst=inf
Processing edge (1618106517 -> 1618106519): alt=15.11, rst=inf
Processing edge (1563086910 -> 1641542636): alt=19.29, rst=inf
Processing edge (6082568279 -> 1438857919): alt=15.64, rst=34.13
Processing edge (1587366149 -> 6080311627): alt=14.94, rst=34.25
Processing edge (1585723698 -> 1585723683): alt=17.00, rst=34.22
